FOLIO,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P4_1_1,P4_1_2,P4_1_3,ENT,FACTOR
4407,4,1,3,1,2,2,1,2,2,2,1,1,1,21,2417
4408,2,1,1,2,,,,,,,,,,1,441
4409,4,1,3,1,2,2,2,2,1,2,2,2,2,20,2513
4410,3,1,2,1,2,2,1,2,1,1,1,1,1,7,1237
4411,6,4,2,2,,,,,,,,,,28,351
4412,2,1,1,2,,,,,,,,,,6,228
4413,5,3,2,1,2,2,1,2,1,2,1,1,1,17,971
4414,5,3,2,1,2,2,1,2,1,1,2,2,1,8,1833
4415,8,3,5,1,2,2,1,2,1,1,1,2,2,7,1052
4416,2,1,1,2,,,,,,,,,,9,4378
4417,5,3,2,1,2,2,1,2,1,2,1,1,1,27,547
4418,6,4,2,1,1,1,1,2,1,1,1,1,2,13,1090
4419,2,1,1,1,2,1,1,2,1,1,1,1,2,11,2456
4420,6,3,3,1,1,1,1,1,1,1,4,4,2,17,823
4421,6,2,4,1,2,1,1,2,2,1,1,1,1,14,2358
4422,6,4,2,1,2,2,1,2,1,2,1,1,1,1,1129
4423,4,2,2,1,2,2,2,2,2,2,1,1,1,15,2872
4424,4,2,2,2,,,,,,,,,,2,497
4425,7,5,2,2,,,,,,,,,,18,90
4426,3,2,1,2,,,,,,,,,,9,2932
4427,8,4,4,1,2,2,1,2,1,1,2,1,2,27,510
4428,6,4,2,1,1,1,1,2,1,1,1,1,1,14,6273
4429,3,1,2,1,2,2,2,2,1,2,1,1,2,8,1365
4430,3,1,2,1,1,1,1,2,1,1,1,1,1,10,1116
4431,4,3,1,1,2,2,2,2,1,1,1,1,1,21,1294
4432,3,2,1,1,2,2,1,2,1,1,1,1,1,27,564
4433,5,4,1,1,1,1,1,2,1,1,1,1,1,22,471
4434,4,3,1,1,2,1,1,2,1,1,1,1,1,27,873
4435,1,1,0,2,,,,,,,,,,21,3180
4436,3,2,1,1,1,2,1,1,1,1,1,1,2,14,3052
4437,2,0,2,2,,,,,,,,,,7,1162
4438,2,1,1,2,,,,,,,,,,8,1261
4439,2,1,1,2,,,,,,,,,,1,441
4440,5,1,4,1,1,1,1,1,1,1,1,1,1,16,3992
4441,3,2,1,1,1,2,1,1,1,1,1,1,2,17,612
4442,6,2,4,1,1,2,1,2,2,1,2,2,2,7,1310
4443,2,1,1,2,,,,,,,,,,18,281
4444,4,2,2,1,1,1,2,2,1,1,1,1,1,23,1420
4445,4,1,3,2,,,,,,,,,,22,472
4446,3,2,1,1,2,1,2,2,1,1,3,3,1,15,3149
4447,4,3,1,1,2,2,2,2,1,2,2,2,2,21,783
4448,4,2,2,1,2,2,1,2,1,1,1,1,1,17,337
4449,2,1,1,2,,,,,,,,,,17,527
4450,3,1,2,1,1,1,2,2,1,1,3,3,1,21,1292
4451,2,1,1,2,,,,,,,,,,17,527
4452,4,2,2,2,,,,,,,,,,30,1131
4453,6,3,3,1,2,2,1,2,1,1,1,2,1,27,976
4454,4,1,3,2,,,,,,,,,,10,204
4455,5,1,4,1,2,1,1,2,1,1,2,3,1,29,223
4456,6,2,4,1,1,2,1,2,1,1,4,1,1,31,325
4457,3,2,1,2,,,,,,,,,,17,296
4458,3,2,1,1,2,2,1,2,1,2,1,1,1,28,1308
4459,4,3,1,1,1,1,1,2,1,1,1,2,1,23,1463
4460,3,0,3,1,2,1,1,2,1,1,1,2,2,32,461
4461,8,4,4,1,2,2,1,2,1,2,1,1,3,15,1427
4462,1,1,0,2,,,,,,,,,,8,2684
4463,2,1,1,2,,,,,,,,,,17,527
4464,4,2,2,1,1,1,1,1,1,1,1,2,2,8,1020
4465,5,3,2,1,2,2,1,2,1,1,2,2,2,2,1057
4466,2,1,1,2,,,,,,,,,,26,874
4467,4,2,2,1,1,1,1,2,1,1,1,1,1,14,2907
4468,5,2,3,1,2,2,1,1,1,2,2,2,2,29,337
4469,2,1,1,2,,,,,,,,,,32,324
4470,5,3,2,2,,,,,,,,,,20,176
4471,4,2,2,1,2,2,1,2,1,1,3,3,4,16,1835
4472,2,1,1,2,,,,,,,,,,1,441
4473,6,3,3,1,1,2,1,1,1,1,2,2,1,12,212
4474,4,2,2,1,2,2,1,2,1,2,2,1,3,6,456
4475,4,3,1,1,2,2,1,1,1,2,1,1,1,27,608
4476,3,2,1,2,,,,,,,,,,11,1173
4477,1,0,1,1,2,2,1,1,1,1,2,2,1,2,4991
4478,1,0,1,2,,,,,,,,,,18,507
4479,4,1,3,1,1,1,1,1,1,1,2,1,1,25,1317
4480,5,2,3,1,2,2,1,2,1,2,1,1,1,26,839
4481,3,1,2,1,2,2,1,2,1,2,1,1,3,16,1208
4482,2,0,2,1,1,1,1,2,1,1,1,1,1,20,2678
4483,5,2,3,1,1,1,1,1,1,1,1,1,1,20,470
4484,2,1,1,2,,,,,,,,,,24,800
4485,1,1,0,2,,,,,,,,,,32,696
4486,3,2,1,2,,,,,,,,,,8,858
4487,6,3,3,1,1,1,1,1,1,1,1,1,1,25,2132
4488,4,4,0,1,2,2,1,2,1,2,1,1,4,10,542
4489,1,0,1,2,,,,,,,,,,13,1938
4490,2,0,2,1,2,1,2,1,1,1,1,1,1,31,865
4491,4,0,4,1,2,1,1,2,1,1,1,1,1,31,889
4492,2,1,1,2,,,,,,,,,,18,281
4493,1,1,0,2,,,,,,,,,,3,488
4494,5,4,1,1,1,2,1,2,1,1,1,1,1,13,565
4495,4,2,2,1,2,1,1,1,1,1,1,2,1,6,303
4496,3,1,2,1,2,2,1,1,1,2,2,2,2,21,3875
4497,5,3,2,1,1,2,2,2,1,1,3,4,2,9,1961
4498,2,1,1,2,,,,,,,,,,14,3074
4499,4,2,2,1,2,2,1,2,1,1,1,1,1,12,1005
4500,2,1,1,2,,,,,,,,,,31,804
4501,3,2,1,1,2,2,2,2,1,2,1,2,1,20,2219
4502,3,2,1,1,2,1,1,2,1,1,1,1,1,10,547
4503,4,2,2,1,2,2,2,1,2,1,2,1,1,18,176
4504,3,2,1,1,2,1,1,2,1,1,1,2,2,18,281
4505,2,1,1,1,2,1,1,2,1,1,2,1,1,29,386
4506,3,1,2,1,2,1,1,1,1,1,3,1,3,5,2880
4507,3,1,2,1,2,1,2,1,1,1,2,1,2,6,232
4508,2,1,1,2,,,,,,,,,,24,800
4509,6,1,5,1,1,2,1,2,1,1,1,1,1,28,1129
4510,2,1,1,2,,,,,,,,,,1,441
4511,4,2,2,2,,,,,,,,,,9,2425
4512,2,1,1,2,,,,,,,,,,31,804
4513,2,1,1,2,,,,,,,,,,31,804
4514,2,1,1,2,,,,,,,,,,11,1790
4515,5,3,2,1,2,2,2,1,1,2,2,2,2,8,4303
4516,1,1,0,2,,,,,,,,,,10,1492
4517,4,2,2,1,2,1,1,2,1,1,1,1,1,22,721
4518,2,1,1,2,,,,,,,,,,12,839
4519,2,1,1,2,,,,,,,,,,28,1726
4520,1,0,1,2,,,,,,,,,,19,4625
4521,5,3,2,1,1,1,1,2,1,1,1,1,2,2,1336
4522,3,2,1,1,2,2,1,2,1,2,1,1,1,27,495
4523,5,2,3,1,2,2,1,2,1,2,1,1,1,21,2885
4524,2,1,1,2,,,,,,,,,,2,1154
4525,3,2,1,2,,,,,,,,,,8,858
4526,4,2,2,1,2,1,1,2,1,1,1,1,2,11,2622
4527,4,2,2,1,2,1,1,2,1,2,1,1,1,17,668
4528,12,3,9,1,2,1,2,1,1,1,1,3,1,31,135
4529,1,0,1,2,,,,,,,,,,19,4625
4530,2,1,1,2,,,,,,,,,,24,800
4531,4,3,1,1,2,2,2,2,1,2,1,1,1,13,1111
4532,3,2,1,1,2,2,2,2,1,2,1,1,1,16,1490
4533,4,3,1,1,2,1,1,1,1,1,1,9,1,1,420
4534,3,1,2,2,,,,,,,,,,6,150
4535,3,1,2,2,,,,,,,,,,10,332
4536,5,3,2,1,2,2,2,2,1,2,1,1,1,31,1463
4537,3,1,2,1,2,1,1,2,1,1,1,1,3,6,223
4538,2,2,0,2,,,,,,,,,,10,709
4539,2,1,1,2,,,,,,,,,,5,1292
4540,4,2,2,2,,,,,,,,,,24,413
4541,1,0,1,2,,,,,,,,,,6,416
4542,4,3,1,2,,,,,,,,,,20,258
4543,3,1,2,1,2,2,1,2,1,2,1,1,1,29,226
4544,4,1,3,1,2,2,1,1,1,1,1,1,2,6,370
4545,1,1,0,2,,,,,,,,,,21,3180
4546,8,4,4,1,2,2,1,2,1,1,1,1,1,26,3853
4547,12,3,9,1,2,1,1,1,1,1,2,2,1,22,2870
4548,1,0,1,2,,,,,,,,,,29,659
4549,2,0,2,2,,,,,,,,,,7,1162
4550,6,2,4,1,2,2,1,2,1,1,1,1,1,32,408
4551,4,1,3,1,2,1,2,2,1,1,1,1,1,18,297
4552,5,2,3,1,2,1,1,2,1,1,2,2,3,21,1667
4553,3,1,2,1,2,2,1,1,1,1,3,3,3,24,749
4554,2,1,1,2,,,,,,,,,,27,585
4555,5,0,5,2,,,,,,,,,,21,493
4556,4,2,2,1,2,1,1,2,1,1,1,2,1,29,359
4557,4,2,2,1,2,2,1,1,1,1,1,1,1,20,1273
4558,2,1,1,2,,,,,,,,,,15,4670
4559,4,2,2,1,2,1,1,2,1,1,1,1,1,15,7386
4560,4,1,3,1,2,1,1,1,1,1,2,1,1,26,736
4561,2,1,1,2,,,,,,,,,,11,1790
4562,2,1,1,2,,,,,,,,,,26,874
4563,5,2,3,1,2,1,1,2,1,1,2,2,1,28,5175
4564,2,1,1,2,,,,,,,,,,3,253
4565,3,1,2,1,2,1,1,1,1,1,1,1,1,7,1230
4566,4,2,2,2,,,,,,,,,,21,586
4567,1,0,1,2,,,,,,,,,,31,1551
4568,4,2,2,1,2,1,1,2,1,1,1,1,2,1,478
4569,2,1,1,2,,,,,,,,,,29,288
4570,2,1,1,2,,,,,,,,,,21,1468
4571,3,2,1,1,1,1,1,2,1,1,1,9,9,23,963
4572,2,1,1,2,,,,,,,,,,15,4670
4573,5,1,4,1,2,2,1,2,1,2,1,3,4,6,533
4574,2,1,1,2,,,,,,,,,,20,738
4575,5,4,1,2,,,,,,,,,,18,153
4576,1,0,1,1,2,1,1,2,1,1,1,1,1,31,1971
4577,5,3,2,1,1,1,1,2,1,1,1,1,1,27,287
4578,1,1,0,2,,,,,,,,,,17,1386
4579,3,2,1,1,1,1,2,2,1,1,1,1,2,13,2118
4580,3,2,1,1,1,1,1,2,1,1,1,1,2,1,377
4581,3,2,1,1,1,1,1,1,1,1,1,2,2,22,787
4582,4,2,2,1,2,1,1,1,1,1,1,1,1,17,779
4583,3,1,2,1,2,1,1,2,1,2,1,1,1,15,4372
4584,2,1,1,2,,,,,,,,,,4,296
4585,2,1,1,2,,,,,,,,,,22,798
4586,3,0,3,1,1,1,1,1,1,1,1,1,1,5,1910
4587,5,4,1,1,2,2,1,2,1,2,1,1,1,31,1127
4588,3,0,3,1,2,1,1,1,1,1,4,4,4,1,694
4589,4,3,1,1,1,1,1,2,1,1,1,2,1,15,5936
4590,4,2,2,1,2,2,1,2,1,2,1,1,1,5,833
4591,3,2,1,1,2,1,1,1,1,1,1,1,2,9,3410
4592,1,0,1,2,,,,,,,,,,29,659
4593,3,2,1,2,,,,,,,,,,21,846
4594,2,1,1,1,2,1,1,2,1,1,1,2,1,26,1668
4595,3,0,3,2,,,,,,,,,,5,834
4596,6,4,2,2,,,,,,,,,,2,264
4597,5,3,2,1,2,1,1,2,1,1,1,1,1,8,1229
4598,4,3,1,1,2,1,1,1,1,1,2,2,2,26,695
4599,2,0,2,2,,,,,,,,,,28,1438
4600,5,2,3,1,2,2,1,2,1,2,2,3,2,31,468
4601,1,1,0,2,,,,,,,,,,32,696
4602,4,2,2,1,2,2,1,2,1,2,1,1,1,4,401
4603,4,1,3,1,2,1,1,2,1,1,2,1,1,16,1415
4604,3,1,2,1,2,1,1,1,1,1,1,1,4,10,600
4605,2,1,1,1,2,2,1,2,1,1,2,2,3,22,1708
4606,5,2,3,1,2,2,2,2,2,2,1,1,1,25,879
4607,6,4,2,1,1,2,1,2,2,1,1,1,1,7,1033
4608,3,1,2,1,2,2,1,2,1,2,1,1,1,12,1114
4609,2,1,1,2,,,,,,,,,,7,1217
4610,4,1,3,1,1,2,1,2,1,1,1,1,1,23,1173
4611,2,1,1,2,,,,,,,,,,25,1100
4612,2,1,1,2,,,,,,,,,,19,2529
4613,6,2,4,1,2,2,1,2,1,2,1,1,1,20,1715
4614,4,2,2,1,1,1,2,2,1,1,2,2,2,31,497
4615,4,3,1,1,1,2,1,2,1,1,1,1,1,29,321
4616,5,1,4,1,2,2,1,2,1,2,1,1,3,1,449
4617,5,4,1,1,2,1,1,2,1,1,4,1,4,10,535
4618,1,0,1,2,,,,,,,,,,22,1656
4619,1,0,1,2,,,,,,,,,,26,1780
4620,4,2,2,1,1,1,1,2,1,1,2,1,1,8,956
4621,4,2,2,1,2,2,2,2,1,1,1,2,3,29,301
4622,3,2,1,1,2,2,1,2,2,2,1,1,1,14,6061
4623,4,2,2,2,,,,,,,,,,13,493
4624,3,1,2,2,,,,,,,,,,9,3218
4625,2,1,1,2,,,,,,,,,,16,1104
4626,1,1,0,2,,,,,,,,,,10,1492
4627,3,2,1,1,2,2,1,1,1,2,1,1,2,12,1700
4628,4,2,2,1,2,1,1,1,1,1,2,1,2,4,185
4629,8,4,4,2,,,,,,,,,,20,66
4630,4,3,1,1,2,1,1,2,1,1,1,1,1,4,137
4631,2,1,1,2,,,,,,,,,,23,982
4632,3,1,2,1,2,1,2,2,1,1,2,2,2,13,1373
4633,2,1,1,2,,,,,,,,,,12,839
4634,2,1,1,2,,,,,,,,,,7,1217
4635,4,3,1,1,2,2,2,2,1,1,1,1,1,32,360
4636,5,3,2,1,1,1,1,1,1,1,1,1,1,25,1166
4637,5,3,2,1,2,1,1,2,1,1,1,1,1,10,293
4638,6,2,4,1,2,1,1,2,1,1,1,1,1,29,132
4639,1,1,0,1,2,1,1,2,1,2,1,1,3,5,3655
4640,4,3,1,1,2,1,1,2,1,1,2,3,2,13,822
4641,6,3,3,1,1,1,1,1,1,1,1,1,1,13,1236
4642,5,3,2,1,2,1,1,2,1,1,1,1,1,21,819
4643,1,0,1,2,,,,,,,,,,10,1284
4644,1,0,1,2,,,,,,,,,,1,948
4645,2,1,1,2,,,,,,,,,,22,798
4646,2,0,2,2,,,,,,,,,,27,636
4647,3,2,1,1,1,1,2,2,1,1,1,1,1,20,915
4648,5,2,3,1,1,1,1,2,1,1,1,1,1,22,735
4649,1,1,0,2,,,,,,,,,,9,7940
4650,1,1,0,2,,,,,,,,,,4,638
4651,2,1,1,2,,,,,,,,,,26,874
4652,1,1,0,2,,,,,,,,,,7,2631
4653,5,1,4,1,2,2,2,2,1,1,1,1,1,32,389
4654,5,2,3,1,2,2,1,2,1,2,1,1,1,4,217
4655,4,2,2,1,2,2,1,2,1,2,1,1,1,27,791
4656,4,2,2,1,1,1,1,1,1,1,1,1,1,10,795
4657,1,1,0,2,,,,,,,,,,5,2716
4658,2,1,1,2,,,,,,,,,,22,798
4659,2,2,0,1,1,1,1,1,1,1,1,1,1,16,1340
4660,5,2,3,1,2,2,1,2,1,1,1,1,1,12,887
4661,3,2,1,2,,,,,,,,,,30,1683
4662,2,1,1,2,,,,,,,,,,9,4378
4663,1,0,1,2,,,,,,,,,,12,1925
4664,5,4,1,1,2,2,2,2,1,2,1,1,1,8,2581
4665,2,0,2,1,2,2,1,2,1,1,1,1,4,26,1589
4666,1,1,0,2,,,,,,,,,,25,2168
4667,5,2,3,1,2,2,1,2,1,2,2,3,1,20,1173
4668,5,1,4,1,2,1,2,2,1,1,2,2,2,15,3117
4669,4,1,3,2,,,,,,,,,,5,585
4670,3,2,1,2,,,,,,,,,,20,411
4671,3,2,1,2,,,,,,,,,,16,722
4672,4,3,1,2,,,,,,,,,,13,466
4673,3,2,1,1,2,1,2,2,1,1,3,1,1,17,774
4674,8,2,6,1,2,2,1,2,1,1,1,2,1,25,1498
4675,3,1,2,1,2,1,1,2,1,1,1,1,1,17,513
4676,6,4,2,1,1,1,1,2,1,1,1,1,1,4,602
4677,5,2,3,1,1,1,1,1,1,1,1,1,2,8,747
4678,1,0,1,2,,,,,,,,,,29,659
4679,4,2,2,2,,,,,,,,,,28,615
4680,5,2,3,1,2,2,1,1,1,1,1,1,1,17,2027
4681,4,1,3,1,1,2,1,2,1,1,3,3,2,15,5951
4682,5,3,2,1,1,2,1,2,1,2,1,1,1,28,710
4683,1,1,0,1,2,2,1,2,1,1,1,1,1,12,2879
4684,4,3,1,1,1,1,1,1,1,1,1,2,2,3,284
4685,1,1,0,2,,,,,,,,,,6,462
4686,7,3,4,1,1,2,1,2,1,2,3,3,3,20,325
4687,4,2,2,1,2,2,1,2,1,2,1,1,9,29,199
4688,2,1,1,2,,,,,,,,,,6,228
4689,1,1,0,1,2,2,1,2,1,2,2,2,3,1,1578
4690,5,3,2,1,2,2,2,2,1,1,1,2,2,20,1310
4691,4,2,2,1,2,1,1,2,1,2,1,1,1,14,2852
4692,4,2,2,1,2,2,1,2,1,1,2,1,1,29,259
4693,3,1,2,1,2,2,2,2,1,2,1,2,1,5,1225
4694,2,1,1,2,,,,,,,,,,28,1726
4695,2,1,1,2,,,,,,,,,,4,296
4696,1,0,1,2,,,,,,,,,,12,1925
4697,1,1,0,1,2,2,2,2,1,2,1,1,2,27,1716
4698,7,6,1,1,2,1,1,2,1,1,2,2,1,7,661
4699,3,1,2,1,2,2,1,2,1,1,1,1,1,14,3812
4700,5,3,2,2,,,,,,,,,,17,114
4701,3,1,2,1,2,1,1,2,1,1,1,1,1,12,1283
4702,2,1,1,2,,,,,,,,,,12,839
4703,4,1,3,1,1,1,2,2,1,1,1,1,3,25,1787
4704,7,2,5,1,2,1,1,2,1,1,1,1,1,7,3395
4705,6,2,4,1,1,1,1,2,1,1,1,1,2,24,1097
4706,5,2,3,1,2,2,2,2,2,2,1,1,1,15,3592
4707,4,1,3,2,,,,,,,,,,28,513
4708,4,2,2,1,2,1,2,2,1,1,2,2,2,27,833
4709,2,1,1,2,,,,,,,,,,1,441
4710,6,3,3,1,2,2,2,2,1,1,1,1,1,12,1303
4711,4,3,1,1,2,1,1,2,1,1,1,1,1,5,2024
4712,5,4,1,1,1,1,1,1,1,1,1,1,1,2,1843
4713,2,1,1,2,,,,,,,,,,14,3074
4714,5,1,4,1,1,1,1,1,1,1,1,3,3,22,1188
4715,3,2,1,1,2,2,2,2,1,2,2,2,2,21,1634
4716,5,2,3,2,,,,,,,,,,7,404
4717,5,3,2,1,2,2,2,1,1,1,1,1,3,22,625
4718,5,3,2,1,2,2,1,2,1,1,1,1,1,1,1053
4719,4,2,2,1,2,2,1,2,1,2,2,2,2,24,849
4720,6,2,4,1,1,1,1,1,1,1,1,1,1,24,462
4721,5,3,2,2,,,,,,,,,,12,213
4722,1,1,0,2,,,,,,,,,,17,1386
4723,4,3,1,1,1,1,1,1,1,1,2,9,9,24,655
4724,5,3,2,1,2,2,2,2,1,2,1,1,1,28,577
4725,14,6,8,1,2,2,1,2,1,1,1,2,2,29,318
4726,4,1,3,1,2,2,1,2,1,1,1,1,1,12,2385
4727,2,1,1,2,,,,,,,,,,17,527
4728,2,1,1,2,,,,,,,,,,29,288
4729,2,1,1,2,,,,,,,,,,21,1468
4730,8,3,5,1,2,2,1,2,1,1,1,1,1,13,6453
4731,4,2,2,2,,,,,,,,,,24,413
4732,2,1,1,2,,,,,,,,,,12,839
4733,4,1,3,1,2,2,1,1,1,1,1,1,1,27,848
4734,2,0,2,1,2,1,1,2,1,1,2,2,2,7,1837
4735,5,2,3,1,2,2,1,2,1,2,1,1,2,29,217
4736,1,0,1,2,,,,,,,,,,24,1587
4737,2,1,1,2,,,,,,,,,,29,288
4738,6,2,4,1,1,2,1,2,1,1,2,2,4,1,1270
4739,9,6,3,1,2,1,1,2,1,1,1,2,1,18,741
4740,3,1,2,1,2,2,1,2,1,1,1,1,2,9,5474
4741,5,3,2,1,2,2,1,2,2,2,1,1,1,7,841
4742,4,2,2,1,2,2,2,2,1,2,1,1,1,31,625
4743,4,2,2,1,2,2,1,2,1,1,1,1,1,24,885
4744,4,2,2,1,1,1,1,2,1,1,1,2,1,18,248
4745,3,2,1,2,,,,,,,,,,12,488
4746,4,3,1,1,2,2,1,2,1,2,1,1,1,17,586
4747,4,3,1,1,2,2,1,2,1,1,1,1,1,15,10677
4748,4,2,2,1,2,2,1,2,1,1,1,1,1,15,5918
4749,3,0,3,2,,,,,,,,,,7,717
4750,2,0,2,2,,,,,,,,,,16,1283
4751,8,6,2,1,2,2,2,2,1,2,1,1,1,28,5254
4752,3,1,2,2,,,,,,,,,,27,379
4753,6,3,3,1,1,1,1,2,1,1,2,3,3,3,212
4754,3,2,1,1,2,1,1,1,1,1,1,2,2,6,160
4755,7,3,4,1,2,2,1,2,1,2,2,1,2,7,1395
4756,5,2,3,1,2,1,1,2,1,1,1,1,1,20,1242
4757,1,1,0,2,,,,,,,,,,30,5920
4758,4,1,3,1,1,1,1,1,1,1,1,1,3,30,2624
4759,4,2,2,1,2,2,1,2,2,2,1,1,1,21,4300
4760,2,1,1,2,,,,,,,,,,32,324
4761,3,1,2,2,,,,,,,,,,25,745
4762,2,1,1,2,,,,,,,,,,24,800
4763,3,2,1,2,,,,,,,,,,32,239
4764,3,2,1,2,,,,,,,,,,14,2202
4765,4,2,2,2,,,,,,,,,,13,493
4766,3,1,2,1,2,1,1,2,1,1,1,1,1,12,2660
4767,4,2,2,1,1,1,1,2,1,1,2,2,3,2,1824
4768,4,1,3,2,,,,,,,,,,24,418
4769,6,1,5,2,,,,,,,,,,28,203
4770,5,2,3,1,2,1,1,1,1,1,1,1,1,28,743
4771,2,1,1,2,,,,,,,,,,12,839
4772,4,2,2,1,2,2,1,2,1,1,1,1,1,6,233
4773,4,1,3,1,2,1,1,2,1,1,1,1,1,26,1507
4774,4,2,2,2,,,,,,,,,,25,647
4775,6,1,5,1,2,1,1,2,1,1,1,1,1,21,2775
4776,5,2,3,1,2,2,1,2,1,2,1,1,1,18,1144
4777,5,1,4,1,2,1,1,2,1,1,1,1,1,7,3717
4778,4,2,2,2,,,,,,,,,,24,413
4779,5,3,2,1,2,2,2,2,1,1,1,2,2,32,516
4780,5,3,2,1,2,2,1,1,1,1,1,1,1,21,1846
4781,4,1,3,1,2,1,1,2,1,1,2,2,1,18,151
4782,4,1,3,2,,,,,,,,,,31,357
4783,3,1,2,1,2,1,1,2,1,1,2,2,2,29,408
4784,4,2,2,1,2,2,1,1,1,1,1,1,1,12,771
4785,5,3,2,2,,,,,,,,,,17,114
4786,9,4,5,1,2,1,1,1,1,1,1,1,1,31,681
4787,3,1,2,1,2,2,1,2,1,1,1,2,2,8,1550
4788,3,1,2,1,1,2,1,2,1,1,1,1,3,16,1036
4789,2,1,1,2,,,,,,,,,,17,527
4790,1,1,0,2,,,,,,,,,,2,2389
4791,5,2,3,1,2,2,2,2,1,2,1,1,1,31,414
4792,5,2,3,2,,,,,,,,,,30,810
4793,5,2,3,1,2,1,1,2,1,1,2,2,3,15,4846
4794,6,3,3,1,2,1,1,1,1,1,1,1,1,10,210
4795,11,4,7,1,2,2,1,2,1,1,1,1,1,32,1375
4796,3,1,2,1,2,2,1,2,1,1,1,1,1,26,793
4797,1,0,1,2,,,,,,,,,,16,2252
4798,2,1,1,2,,,,,,,,,,29,288
4799,8,4,4,1,2,2,1,2,1,1,1,2,1,17,130
4800,5,2,3,1,2,2,1,2,1,2,1,1,1,30,5459
4801,2,1,1,2,,,,,,,,,,20,738
4802,3,0,3,2,,,,,,,,,,13,704
4803,4,2,2,1,2,2,1,2,1,2,1,1,1,6,417
4804,4,0,4,1,2,2,2,2,1,1,1,4,2,8,1404
4805,5,2,3,1,2,1,2,2,1,1,1,1,1,26,1769
4806,7,3,4,1,1,2,2,1,2,1,1,1,1,3,1047
4807,4,2,2,2,,,,,,,,,,24,413
4808,6,2,4,1,2,2,1,2,2,2,1,1,1,17,359
4809,3,0,3,1,2,1,1,1,1,1,2,2,1,18,205
4810,4,2,2,1,1,1,1,1,1,1,2,2,2,13,766
4811,5,3,2,1,1,2,1,2,1,2,1,1,1,5,1537
4812,5,1,4,1,2,2,2,2,2,2,2,2,2,16,1726
4813,6,4,2,1,1,1,1,2,1,1,3,3,2,21,1402
4814,5,3,2,1,2,1,1,2,1,1,1,1,1,12,540
4815,2,1,1,2,,,,,,,,,,17,527
4816,3,2,1,2,,,,,,,,,,12,488
4817,1,1,0,2,,,,,,,,,,12,2010
4818,2,1,1,2,,,,,,,,,,23,982
4819,5,2,3,1,2,2,1,2,1,1,1,1,1,7,674
4820,1,0,1,2,,,,,,,,,,18,507
4821,2,0,2,2,,,,,,,,,,8,1163
4822,3,1,2,1,2,2,1,2,1,2,1,1,1,21,1424
4823,3,1,2,2,,,,,,,,,,13,666
4824,4,1,3,1,2,1,1,2,1,1,1,1,1,31,635
4825,3,1,2,1,1,1,1,2,1,1,2,2,3,13,970
4826,2,0,2,2,,,,,,,,,,27,636
4827,4,2,2,1,2,1,1,1,1,1,1,1,1,3,284
4828,3,2,1,2,,,,,,,,,,27,348
4829,8,2,6,1,2,2,1,2,1,2,2,2,2,15,3567
4830,4,2,2,1,2,2,1,2,1,1,1,1,1,29,270
4831,2,1,1,2,,,,,,,,,,27,585
4832,1,1,0,2,,,,,,,,,,26,1686
4833,4,2,2,1,2,2,1,2,1,1,1,2,2,8,1257
4834,3,1,2,2,,,,,,,,,,25,745
4835,3,1,2,2,,,,,,,,,,32,201
4836,4,2,2,1,2,2,1,2,1,1,1,1,1,31,573
4837,3,2,1,1,2,2,1,2,1,1,1,1,2,24,886
4838,1,1,0,2,,,,,,,,,,2,2389
4839,4,2,2,2,,,,,,,,,,15,2271
4840,4,2,2,2,,,,,,,,,,2,497
4841,4,1,3,1,2,2,1,2,1,2,1,1,1,4,476
4842,7,4,3,1,1,1,1,1,1,1,1,1,1,10,1136
4843,4,1,3,1,2,2,2,2,1,2,1,1,2,20,1015
4844,4,2,2,1,2,1,1,2,1,1,2,1,2,13,916
4845,2,1,1,2,,,,,,,,,,8,1261
4846,2,1,1,2,,,,,,,,,,1,441
4847,3,1,2,1,2,1,1,1,1,1,3,2,1,6,259
4848,2,1,1,2,,,,,,,,,,5,1292
4849,3,1,2,1,2,2,1,2,1,2,1,1,4,32,416
4850,4,1,3,1,1,2,1,1,1,1,3,3,1,17,421
4851,4,2,2,1,2,1,1,1,1,1,1,1,2,9,2956
4852,2,1,1,2,,,,,,,,,,16,1104
4853,4,1,3,1,2,1,1,1,1,1,1,1,1,19,3440
4854,3,1,2,1,2,2,1,2,1,2,1,1,1,10,673
4855,2,1,1,2,,,,,,,,,,8,1261
4856,5,3,2,1,2,2,2,2,1,2,1,1,1,18,163
4857,5,3,2,1,2,2,2,2,1,2,2,2,3,3,397
4858,4,2,2,2,,,,,,,,,,5,575
4859,2,1,1,2,,,,,,,,,,21,1468
4860,2,1,1,1,2,1,1,2,1,1,2,2,1,19,3106
4861,3,2,1,1,2,2,2,2,1,2,1,1,3,4,298
4862,2,1,1,2,,,,,,,,,,26,874
4863,1,0,1,2,,,,,,,,,,31,1551
4864,3,2,1,1,1,1,1,2,1,1,2,2,3,8,1449
4865,3,2,1,1,2,1,1,2,1,1,1,3,3,27,495
4866,3,2,1,2,,,,,,,,,,4,165
4867,5,2,3,2,,,,,,,,,,19,1387
4868,4,2,2,1,2,1,1,2,1,1,2,3,2,16,1342
4869,1,0,1,2,,,,,,,,,,20,1766
4870,2,0,2,2,,,,,,,,,,20,752
4871,2,1,1,2,,,,,,,,,,26,874
4872,4,2,2,1,2,2,2,2,1,2,1,1,1,29,545
