FOLIO,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P4_1_1,P4_1_2,P4_1_3,ENT,FACTOR
15715,2,1,1,2,,,,,,,,,,25,1100
15716,2,1,1,2,,,,,,,,,,26,874
15717,1,1,0,2,,,,,,,,,,8,2684
15718,6,3,3,1,2,2,2,2,1,1,3,2,3,26,2462
15719,4,1,3,1,1,1,1,2,1,1,2,2,1,32,487
15720,2,1,1,2,,,,,,,,,,20,738
15721,5,2,3,1,1,1,1,2,1,1,4,2,1,32,310
15722,5,2,3,1,1,2,1,2,1,1,1,1,2,30,2451
15723,3,1,2,1,2,2,2,2,1,2,1,1,1,32,349
15724,1,1,0,2,,,,,,,,,,11,3880
15725,4,2,2,1,2,2,1,2,2,2,1,1,1,5,1840
15726,6,3,3,1,2,1,1,2,1,1,1,1,1,26,1086
15727,6,3,3,1,2,2,1,2,1,2,1,1,1,29,156
15728,4,1,3,1,1,1,1,1,1,1,1,1,1,15,3306
15729,5,2,3,1,2,1,1,2,1,1,1,1,1,15,3592
15730,3,2,1,2,,,,,,,,,,26,572
15731,4,1,3,1,2,1,1,2,1,1,1,1,1,13,1698
15732,2,1,1,2,,,,,,,,,,13,957
15733,2,1,1,2,,,,,,,,,,15,4670
15734,1,1,0,2,,,,,,,,,,15,9827
15735,2,1,1,2,,,,,,,,,,24,800
15736,5,4,1,1,1,1,1,1,1,1,3,1,1,15,8539
15737,6,4,2,1,2,2,1,1,1,1,1,1,2,22,881
15738,3,2,1,1,2,2,1,2,1,1,2,2,2,20,1003
15739,6,5,1,1,2,1,1,2,1,1,1,2,3,26,603
15740,3,2,1,2,,,,,,,,,,18,207
15741,4,2,2,1,1,1,1,1,1,1,1,1,1,25,1184
15742,5,3,2,1,1,2,2,2,1,2,1,2,3,15,3064
15743,2,1,1,2,,,,,,,,,,26,874
15744,6,2,4,1,1,1,1,1,1,1,1,1,1,20,1209
15745,2,1,1,2,,,,,,,,,,15,4670
15746,2,1,1,2,,,,,,,,,,15,4670
15747,5,2,3,2,,,,,,,,,,10,155
15748,4,1,3,1,1,2,1,2,1,1,2,2,2,12,2020
15749,6,3,3,1,2,2,1,2,1,2,2,3,2,15,2335
15750,3,1,2,1,2,1,1,1,1,1,1,1,1,28,1642
15751,2,1,1,2,,,,,,,,,,5,1292
15752,3,0,3,1,2,1,2,2,1,1,2,2,3,20,1395
15753,4,2,2,1,2,2,1,2,1,2,1,1,2,21,1185
15754,2,0,2,1,2,2,2,2,1,1,1,2,2,9,7981
15755,2,1,1,2,,,,,,,,,,15,4670
15756,3,2,1,1,2,1,1,2,1,1,1,1,1,8,1323
15757,5,4,1,1,2,1,1,1,1,1,2,2,2,24,439
15758,2,1,1,2,,,,,,,,,,20,738
15759,5,3,2,2,,,,,,,,,,3,143
15760,1,1,0,2,,,,,,,,,,16,1938
15761,4,1,3,1,2,2,1,2,1,2,1,1,1,27,1006
15762,1,1,0,1,2,1,1,2,1,1,2,3,1,26,2541
15763,2,1,1,2,,,,,,,,,,11,1790
15764,4,2,2,1,2,2,1,2,1,2,1,3,4,8,1353
15765,5,2,3,1,2,2,1,2,1,1,9,1,1,1,252
15766,5,1,4,1,2,2,1,1,1,1,1,1,1,8,724
15767,1,0,1,2,,,,,,,,,,21,3397
15768,2,1,1,2,,,,,,,,,,22,798
15769,6,4,2,1,2,1,1,2,1,1,1,1,1,32,229
15770,3,2,1,2,,,,,,,,,,2,687
15771,4,2,2,1,1,2,1,2,1,1,1,1,1,29,353
15772,4,2,2,1,1,1,1,2,1,1,1,2,2,8,855
15773,3,2,1,2,,,,,,,,,,2,687
15774,3,1,2,1,1,1,1,1,1,1,1,1,1,22,1004
15775,4,1,3,1,1,2,1,2,1,1,1,1,2,3,377
15776,4,1,3,1,2,1,1,2,1,1,1,2,2,25,1062
15777,3,2,1,1,2,2,1,2,1,2,2,2,2,22,783
15778,4,2,2,2,,,,,,,,,,17,169
15779,4,1,3,1,2,2,1,2,1,1,1,2,1,27,686
15780,2,1,1,2,,,,,,,,,,2,1154
15781,4,2,2,1,2,1,1,2,1,1,1,1,1,7,1568
15782,4,3,1,1,1,1,1,2,1,1,1,1,1,12,531
15783,3,0,3,2,,,,,,,,,,20,427
15784,1,1,0,2,,,,,,,,,,17,1386
15785,3,2,1,2,,,,,,,,,,17,296
15786,5,2,3,2,,,,,,,,,,21,432
15787,5,3,2,2,,,,,,,,,,14,1572
15788,1,0,1,2,,,,,,,,,,17,1248
15789,3,2,1,1,1,2,1,2,1,1,1,1,1,1,467
15790,7,3,4,1,2,2,2,2,1,2,1,1,1,15,18832
15791,4,2,2,1,2,2,1,2,1,2,2,1,1,11,2146
15792,2,1,1,2,,,,,,,,,,21,1468
15793,4,2,2,2,,,,,,,,,,9,2425
15794,1,0,1,2,,,,,,,,,,12,1925
15795,1,0,1,2,,,,,,,,,,11,3641
15796,2,1,1,2,,,,,,,,,,7,1217
15797,3,1,2,1,1,2,1,1,1,1,1,1,1,22,888
15798,3,1,2,2,,,,,,,,,,2,743
15799,4,2,2,1,2,2,1,2,1,2,1,1,3,12,1392
15800,3,3,0,1,2,1,1,2,1,1,1,1,1,8,1976
15801,1,0,1,2,,,,,,,,,,6,416
15802,2,1,1,2,,,,,,,,,,15,4670
15803,3,1,2,1,1,1,1,2,1,1,1,1,1,8,951
15804,1,0,1,2,,,,,,,,,,1,948
15805,1,1,0,2,,,,,,,,,,20,1734
15806,5,2,3,2,,,,,,,,,,7,404
15807,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1768
15808,6,2,4,1,2,2,1,2,1,1,1,1,1,2,1593
15809,1,0,1,2,,,,,,,,,,20,1766
15810,2,1,1,2,,,,,,,,,,4,296
15811,1,1,0,2,,,,,,,,,,8,2684
15812,5,4,1,1,2,1,1,2,1,1,1,1,1,12,838
15813,3,2,1,1,2,1,1,2,1,1,1,1,1,11,1804
15814,5,2,3,1,2,2,1,1,1,1,1,2,2,22,631
15815,2,0,2,2,,,,,,,,,,9,4804
15816,2,1,1,2,,,,,,,,,,8,1261
15817,2,1,1,2,,,,,,,,,,27,585
15818,1,1,0,2,,,,,,,,,,9,7940
15819,2,1,1,2,,,,,,,,,,30,2651
15820,4,2,2,1,2,1,1,2,1,1,1,1,2,3,341
15821,2,1,1,2,,,,,,,,,,7,1217
15822,6,2,4,1,2,2,2,1,1,2,1,1,1,4,774
15823,4,1,3,1,2,2,1,2,1,2,2,2,1,29,330
15824,4,2,2,1,2,1,1,2,1,1,1,1,3,17,360
15825,5,1,4,1,2,2,2,1,2,2,1,1,1,14,7173
15826,3,1,2,1,1,1,1,1,1,1,1,3,2,7,1099
15827,6,2,4,1,2,1,1,1,1,1,2,3,3,1,642
15828,5,1,4,1,2,2,1,2,1,2,1,1,1,25,1430
15829,1,1,0,2,,,,,,,,,,16,1938
15830,3,0,3,1,2,2,2,2,1,2,1,1,1,32,351
15831,4,2,2,1,2,2,1,2,1,2,1,1,1,10,454
15832,3,2,1,1,2,2,1,2,1,2,1,1,1,6,272
15833,3,1,2,1,2,1,1,2,1,1,1,2,2,4,354
15834,2,1,1,1,2,1,1,2,1,1,4,3,4,5,3305
15835,3,2,1,1,1,1,1,1,1,1,1,1,1,8,1423
15836,5,2,3,1,2,2,2,2,1,2,2,1,1,27,793
15837,1,0,1,2,,,,,,,,,,13,1938
15838,3,1,2,2,,,,,,,,,,8,791
15839,2,1,1,1,1,1,1,1,1,1,1,1,1,4,510
15840,2,1,1,2,,,,,,,,,,7,1217
15841,5,2,3,1,2,1,1,1,1,1,1,1,1,21,1761
15842,4,2,2,1,1,2,1,2,1,1,1,1,1,17,665
15843,1,1,0,2,,,,,,,,,,11,3880
15844,3,1,2,1,2,2,1,1,1,1,1,1,1,19,2635
15845,2,1,1,2,,,,,,,,,,14,3074
15846,1,1,0,2,,,,,,,,,,14,5551
15847,1,1,0,2,,,,,,,,,,17,1386
15848,3,1,2,1,2,2,2,2,1,2,4,2,1,29,412
15849,5,3,2,1,1,1,1,2,1,1,1,1,1,10,548
15850,2,1,1,2,,,,,,,,,,30,2651
15851,2,1,1,2,,,,,,,,,,21,1468
15852,3,1,2,1,2,2,2,1,1,2,2,2,3,32,349
15853,6,2,4,1,2,2,1,2,1,1,1,1,1,2,1079
15854,4,2,2,1,2,2,1,2,1,2,1,1,1,25,1824
15855,3,1,2,1,2,2,2,2,1,2,1,3,1,31,731
15856,3,2,1,1,2,2,2,2,1,2,2,2,2,20,1469
15857,2,1,1,2,,,,,,,,,,24,800
15858,3,1,2,2,,,,,,,,,,9,3218
15859,3,1,2,2,,,,,,,,,,16,838
15860,2,0,2,1,2,2,1,2,1,2,1,1,2,8,3352
15861,3,2,1,2,,,,,,,,,,8,858
15862,8,5,3,1,2,2,1,2,1,2,1,1,1,25,2265
15863,2,1,1,2,,,,,,,,,,1,441
15864,5,4,1,1,2,2,1,2,1,2,1,1,3,31,1327
15865,2,1,1,2,,,,,,,,,,6,228
15866,5,2,3,1,2,2,1,2,1,1,3,1,3,29,263
15867,2,1,1,2,,,,,,,,,,16,1104
15868,3,1,2,1,2,2,1,2,1,1,1,1,1,2,1304
15869,3,2,1,2,,,,,,,,,,17,296
15870,6,1,5,1,2,1,2,1,1,1,1,1,2,22,1295
15871,3,1,2,1,2,1,1,2,1,1,1,1,1,8,1642
15872,6,3,3,1,2,2,1,2,1,2,1,2,2,9,3245
15873,4,2,2,1,1,1,1,1,1,1,3,3,3,32,337
15874,5,3,2,1,2,2,1,2,1,2,1,1,1,17,1186
15875,1,1,0,2,,,,,,,,,,14,5551
15876,2,1,1,2,,,,,,,,,,28,1726
15877,5,2,3,1,2,1,1,2,1,1,1,1,2,20,778
15878,2,1,1,2,,,,,,,,,,24,800
15879,4,0,4,1,2,1,1,2,1,1,1,1,1,32,732
15880,5,4,1,1,2,1,1,1,1,1,1,2,2,18,473
15881,3,1,2,2,,,,,,,,,,24,546
15882,4,1,3,1,1,1,2,2,1,1,2,3,2,3,263
15883,2,1,1,2,,,,,,,,,,14,3074
15884,1,0,1,2,,,,,,,,,,32,585
15885,1,1,0,2,,,,,,,,,,8,2684
15886,1,1,0,2,,,,,,,,,,24,1565
15887,2,0,2,2,,,,,,,,,,22,900
15888,6,2,4,1,1,2,1,1,1,1,1,1,1,31,440
15889,2,1,1,2,,,,,,,,,,17,527
15890,6,3,3,1,2,1,1,2,1,1,2,2,2,20,653
15891,1,0,1,2,,,,,,,,,,31,1551
15892,2,0,2,1,2,2,1,2,1,2,1,1,2,7,3516
15893,3,2,1,1,2,1,1,2,1,1,1,1,1,12,889
15894,4,1,3,1,2,2,1,1,1,1,2,2,3,14,2579
15895,6,2,4,1,2,2,1,2,1,1,1,1,1,22,1579
15896,2,1,1,2,,,,,,,,,,8,1261
15897,5,4,1,1,1,2,1,2,1,1,1,2,2,25,1693
15898,2,1,1,2,,,,,,,,,,15,4670
15899,4,3,1,1,2,1,1,2,1,1,1,1,1,8,771
15900,2,1,1,2,,,,,,,,,,7,1217
15901,4,2,2,1,1,1,1,2,1,1,4,4,4,24,648
15902,6,2,4,1,2,1,1,2,1,1,1,1,3,5,1812
15903,5,3,2,2,,,,,,,,,,10,180
15904,2,1,1,2,,,,,,,,,,5,1292
15905,6,4,2,1,2,2,1,2,1,1,2,1,2,2,516
15906,6,2,4,1,2,1,1,2,1,1,3,3,3,31,390
15907,6,4,2,1,2,2,1,2,1,2,1,1,1,25,1014
15908,4,2,2,1,1,2,1,2,1,1,1,1,1,7,2809
15909,4,2,2,1,2,2,1,2,1,2,2,2,2,31,794
15910,1,0,1,2,,,,,,,,,,7,2512
15911,6,3,3,1,2,2,2,2,1,2,1,1,1,21,1915
15912,3,1,2,1,2,2,1,2,1,1,1,1,1,1,411
15913,5,2,3,1,2,1,1,2,1,2,1,2,2,29,345
15914,4,2,2,1,2,2,2,2,2,2,1,1,1,3,605
15915,2,1,1,1,2,2,1,1,1,1,2,3,4,28,3380
15916,6,3,3,1,2,1,2,2,1,2,1,2,2,4,115
15917,4,2,2,1,2,1,1,1,1,1,1,1,3,9,3547
15918,4,1,3,1,2,1,1,2,1,1,2,2,2,10,953
15919,2,1,1,2,,,,,,,,,,31,804
15920,7,4,3,1,2,1,1,2,1,1,1,1,1,29,110
15921,5,3,2,1,2,2,2,2,1,2,1,1,1,12,989
15922,2,1,1,1,2,1,1,2,1,1,1,1,1,6,353
15923,4,1,3,1,2,2,1,2,1,1,1,1,3,25,909
15924,5,4,1,1,2,2,1,1,1,1,1,1,2,23,1708
15925,2,1,1,2,,,,,,,,,,22,798
15926,5,3,2,1,2,2,2,2,1,2,1,1,1,21,2291
15927,2,0,2,1,2,1,1,2,1,1,2,2,4,10,1063
15928,2,1,1,2,,,,,,,,,,20,738
15929,2,1,1,1,2,2,1,2,1,2,1,1,1,22,1826
15930,5,2,3,1,2,1,1,2,1,1,1,2,2,32,408
15931,3,1,2,2,,,,,,,,,,12,467
15932,5,3,2,1,2,2,1,2,1,2,1,2,2,27,375
15933,2,1,1,2,,,,,,,,,,8,1261
15934,3,2,1,2,,,,,,,,,,17,296
15935,4,3,1,1,1,2,1,2,1,2,3,2,4,1,400
15936,5,1,4,1,2,2,1,1,1,1,1,1,1,1,2753
15937,3,1,2,1,2,2,2,2,1,1,1,1,1,16,1019
15938,1,1,0,2,,,,,,,,,,3,488
15939,7,4,3,1,2,2,1,2,1,1,1,1,1,11,7340
15940,2,2,0,2,,,,,,,,,,31,883
15941,5,3,2,1,2,2,1,2,1,2,2,2,2,27,864
15942,4,2,2,1,2,2,2,2,1,2,1,1,1,7,1445
15943,3,2,1,1,2,2,2,2,1,2,1,1,1,10,655
15944,2,1,1,2,,,,,,,,,,18,281
15945,5,3,2,1,2,1,1,2,1,1,1,2,2,4,245
15946,6,2,4,1,2,1,1,1,1,1,1,1,1,8,810
15947,5,2,3,1,2,1,1,1,1,1,1,1,1,27,710
15948,4,1,3,1,2,1,1,1,1,1,2,3,2,21,1190
15949,3,2,1,2,,,,,,,,,,3,197
15950,3,1,2,1,2,1,1,2,1,1,1,1,2,23,963
15951,3,1,2,1,2,1,1,2,1,1,1,1,3,4,423
15952,2,1,1,2,,,,,,,,,,31,804
15953,6,3,3,1,2,2,1,1,1,2,1,1,1,28,726
15954,2,1,1,2,,,,,,,,,,29,288
15955,3,1,2,1,2,1,1,2,1,1,1,1,1,5,1183
15956,2,2,0,2,,,,,,,,,,27,538
15957,1,1,0,2,,,,,,,,,,25,2168
15958,3,1,2,2,,,,,,,,,,3,175
15959,5,2,3,1,2,1,1,2,1,1,3,2,2,15,4865
15960,3,1,2,1,2,2,2,2,1,2,1,1,1,24,983
15961,2,1,1,2,,,,,,,,,,14,3074
15962,5,2,3,1,1,2,1,2,1,1,1,1,1,9,3736
15963,4,3,1,1,2,1,1,2,1,1,1,1,1,26,1211
15964,3,1,2,1,1,1,1,2,1,1,1,1,1,17,738
15965,6,3,3,1,1,1,1,2,1,1,2,1,2,18,623
15966,2,1,1,2,,,,,,,,,,9,4378
15967,2,1,1,2,,,,,,,,,,2,1154
15968,2,2,0,2,,,,,,,,,,14,2982
15969,4,2,2,1,2,2,1,2,1,1,1,1,3,1,358
15970,2,1,1,2,,,,,,,,,,5,1292
15971,3,2,1,2,,,,,,,,,,16,722
15972,4,2,2,2,,,,,,,,,,27,253
15973,4,1,3,1,2,2,2,2,1,2,1,1,1,12,533
15974,3,1,2,1,2,1,1,2,1,1,1,1,2,1,411
15975,5,3,2,1,2,2,2,2,1,1,1,1,1,13,1390
15976,4,2,2,1,2,1,1,1,1,1,1,1,1,20,492
15977,2,1,1,2,,,,,,,,,,25,1100
15978,3,1,2,1,2,2,2,2,1,2,2,2,2,21,2105
15979,8,0,8,1,2,1,2,2,1,2,2,2,4,6,580
15980,4,1,3,1,2,1,1,2,1,1,3,3,1,26,875
15981,4,2,2,2,,,,,,,,,,8,605
15982,1,1,0,2,,,,,,,,,,25,2168
15983,6,1,5,1,2,2,1,2,1,1,1,1,1,8,3358
15984,1,1,0,2,,,,,,,,,,13,1833
15985,4,1,3,1,2,2,1,2,1,1,1,1,1,2,1595
15986,5,2,3,1,1,1,1,1,1,1,1,1,1,21,1592
15987,5,2,3,1,2,2,1,2,1,2,1,1,1,27,944
15988,5,2,3,1,1,1,1,2,2,1,1,1,1,29,279
15989,1,1,0,2,,,,,,,,,,2,2389
15990,7,3,4,1,1,2,1,2,1,1,1,1,1,15,2876
15991,2,1,1,2,,,,,,,,,,1,441
15992,3,2,1,1,2,2,2,2,1,2,2,1,2,31,727
15993,3,1,2,1,1,1,1,2,1,1,3,1,3,3,334
15994,5,2,3,1,1,1,1,2,1,1,3,2,4,13,515
15995,5,3,2,2,,,,,,,,,,26,350
15996,4,2,2,1,1,1,1,2,1,1,2,2,3,28,2110
15997,4,1,3,1,2,1,1,2,1,2,1,1,2,10,366
15998,5,1,4,1,2,1,1,2,1,1,1,1,1,9,3972
15999,4,3,1,1,1,1,1,1,1,1,1,1,1,5,1215
16000,2,1,1,2,,,,,,,,,,32,324
16001,4,2,2,2,,,,,,,,,,1,196
16002,9,5,4,1,2,2,1,2,1,2,1,1,1,28,789
16003,4,2,2,2,,,,,,,,,,7,545
16004,6,3,3,1,1,2,1,2,1,1,3,2,3,8,832
16005,1,1,0,1,1,2,1,2,1,1,2,2,3,22,2243
16006,7,2,5,1,1,1,1,1,1,1,1,2,4,21,1354
16007,6,4,2,1,2,1,1,2,1,1,4,1,2,10,378
16008,3,1,2,1,2,2,1,2,1,2,2,2,1,32,268
16009,4,2,2,1,1,1,1,2,1,1,1,1,1,28,3225
16010,5,2,3,1,1,1,1,2,1,1,1,2,2,19,2996
16011,4,1,3,1,1,1,1,1,1,1,1,1,1,31,570
16012,2,0,2,1,1,2,1,2,1,1,2,1,1,21,2254
16013,3,2,1,1,2,2,1,2,1,1,1,1,3,22,787
16014,1,1,0,2,,,,,,,,,,23,1907
16015,9,5,4,1,1,1,1,1,1,1,1,1,2,6,145
16016,2,1,1,2,,,,,,,,,,15,4670
16017,4,2,2,2,,,,,,,,,,15,2271
16018,2,1,1,1,2,1,1,1,1,1,3,2,3,32,561
16019,3,2,1,1,2,2,1,2,1,2,2,1,2,4,261
16020,3,1,2,1,2,2,2,2,1,2,1,1,1,29,550
16021,3,1,2,1,2,2,1,2,1,1,1,1,2,27,732
16022,5,1,4,1,2,2,1,2,1,1,2,2,1,31,1379
16023,2,1,1,2,,,,,,,,,,12,839
16024,4,2,2,1,2,1,1,2,1,1,1,1,1,28,1554
16025,2,1,1,2,,,,,,,,,,21,1468
16026,6,2,4,1,2,1,1,2,1,1,1,2,4,30,4571
16027,4,3,1,1,2,1,1,1,1,1,3,1,3,4,374
16028,3,2,1,1,2,2,2,2,1,1,1,1,3,23,979
16029,5,4,1,1,2,1,1,1,1,1,2,2,2,16,1064
16030,3,1,2,1,2,1,1,1,1,1,2,3,3,18,220
16031,4,0,4,1,2,1,2,1,1,2,1,1,1,10,1678
16032,5,4,1,1,2,2,2,2,1,1,1,1,1,8,916
16033,10,5,5,1,2,2,1,2,1,2,1,1,1,29,635
16034,1,0,1,2,,,,,,,,,,19,4625
16035,3,1,2,1,2,1,1,2,1,1,1,1,1,16,1224
16036,2,0,2,1,1,1,2,2,1,1,1,1,1,26,1211
16037,7,5,2,1,2,1,1,2,1,1,1,1,1,28,1718
16038,2,1,1,2,,,,,,,,,,28,1726
16039,6,2,4,2,,,,,,,,,,8,356
16040,4,0,4,1,2,2,1,2,1,2,3,2,1,20,554
16041,6,1,5,1,2,2,1,2,1,2,1,2,2,28,1280
16042,3,2,1,2,,,,,,,,,,23,641
16043,4,1,3,1,2,1,1,2,1,1,2,3,1,6,542
16044,3,2,1,1,2,2,1,2,1,1,1,1,2,19,2148
16045,4,2,2,1,1,1,1,1,1,1,1,2,2,6,172
16046,4,2,2,1,1,1,1,2,1,1,1,1,1,21,1155
16047,11,6,5,1,2,2,1,2,1,1,1,1,1,17,121
16048,1,0,1,2,,,,,,,,,,28,3731
16049,1,0,1,2,,,,,,,,,,32,585
16050,4,1,3,1,2,1,1,1,1,1,1,1,2,22,732
16051,4,2,2,2,,,,,,,,,,22,418
16052,8,2,6,1,2,2,1,2,1,1,2,2,3,12,152
16053,5,2,3,1,2,2,1,1,1,1,1,1,1,4,156
16054,5,1,4,1,2,2,1,2,1,1,1,1,1,6,158
16055,4,1,3,1,2,1,1,2,1,1,1,1,1,5,1895
16056,4,2,2,1,2,2,2,2,1,2,1,3,1,2,1458
16057,3,2,1,1,2,2,2,2,1,2,1,1,1,22,783
16058,3,2,1,1,2,2,2,2,1,1,1,1,1,12,889
16059,2,1,1,2,,,,,,,,,,21,1468
16060,2,1,1,2,,,,,,,,,,11,1790
16061,3,1,2,1,1,1,1,1,1,1,1,1,1,26,1063
16062,1,0,1,1,1,1,1,1,1,1,1,1,1,6,645
16063,6,3,3,1,2,1,1,2,1,1,1,1,1,20,883
16064,2,2,0,2,,,,,,,,,,21,1374
16065,4,1,3,1,1,1,1,1,2,1,1,1,1,16,1439
16066,4,2,2,1,2,2,1,2,1,1,1,1,1,13,1184
16067,3,2,1,1,1,1,1,2,1,1,1,2,1,22,632
16068,3,2,1,1,2,2,1,2,1,1,1,1,1,20,1903
16069,1,0,1,2,,,,,,,,,,16,2252
16070,2,1,1,2,,,,,,,,,,3,253
16071,5,2,3,1,2,2,1,1,1,1,1,1,1,18,553
16072,2,1,1,2,,,,,,,,,,1,441
16073,6,3,3,1,2,2,1,2,1,2,1,1,1,18,348
16074,6,2,4,1,2,1,1,2,1,1,1,1,2,29,334
16075,2,1,1,1,2,1,1,2,1,1,1,1,2,6,353
16076,1,0,1,2,,,,,,,,,,8,2474
16077,3,2,1,1,1,2,1,2,1,1,1,1,1,18,335
16078,5,3,2,1,1,2,1,2,1,1,1,1,4,21,2208
16079,6,3,3,1,2,2,2,2,1,1,1,1,1,5,4042
16080,4,3,1,1,1,2,1,2,1,1,3,3,3,24,1053
16081,5,2,3,1,2,2,1,2,1,2,1,1,1,27,336
16082,3,2,1,2,,,,,,,,,,31,555
16083,4,2,2,1,2,2,1,2,1,1,1,1,1,32,402
16084,7,4,3,1,2,1,1,1,1,1,1,1,2,27,427
16085,1,0,1,2,,,,,,,,,,1,948
16086,3,2,1,1,2,2,1,2,1,2,1,1,1,28,1580
16087,5,4,1,1,1,1,1,2,1,1,1,3,1,26,1047
16088,5,3,2,1,1,2,1,2,1,1,1,1,1,2,915
16089,3,2,1,2,,,,,,,,,,18,207
16090,3,1,2,1,2,1,1,2,1,1,1,1,1,27,536
16091,2,1,1,1,2,1,1,2,1,1,1,1,1,14,4359
16092,7,5,2,1,2,2,1,2,1,1,1,2,2,9,2138
16093,1,0,1,2,,,,,,,,,,14,5722
16094,6,3,3,1,2,2,1,2,1,2,1,1,1,28,2950
16095,5,3,2,1,1,1,1,2,1,1,1,1,1,32,532
16096,8,3,5,1,2,2,2,2,1,2,2,2,2,29,318
16097,2,2,0,2,,,,,,,,,,12,876
16098,3,1,2,2,,,,,,,,,,6,150
16099,6,4,2,1,2,2,2,2,1,2,1,1,1,6,448
16100,2,1,1,2,,,,,,,,,,24,800
16101,3,1,2,1,2,2,1,1,1,2,2,2,2,16,1224
16102,3,2,1,1,1,1,1,1,1,1,4,2,3,21,2798
16103,2,1,1,2,,,,,,,,,,18,281
16104,5,3,2,1,2,2,1,2,1,1,2,2,2,21,1748
16105,14,6,8,1,2,1,1,2,1,1,2,1,1,24,6264
16106,3,1,2,2,,,,,,,,,,3,175
16107,2,1,1,2,,,,,,,,,,32,324
16108,2,1,1,2,,,,,,,,,,31,804
16109,3,1,2,1,2,2,1,2,1,2,1,2,3,27,586
16110,4,2,2,1,1,1,1,2,1,1,1,1,1,30,2698
16111,2,1,1,2,,,,,,,,,,24,800
16112,4,3,1,1,1,2,2,2,1,1,1,1,1,17,761
16113,2,0,2,2,,,,,,,,,,15,4339
16114,7,2,5,1,2,2,1,2,1,2,2,2,2,21,1199
16115,4,2,2,1,2,2,1,2,1,1,1,2,1,31,900
16116,4,3,1,1,2,1,1,1,1,1,2,2,2,22,952
16117,3,2,1,1,1,1,1,1,1,1,1,2,1,6,220
16118,2,1,1,2,,,,,,,,,,2,1154
16119,5,2,3,1,1,1,1,1,1,1,2,2,1,1,597
16120,6,3,3,1,2,2,2,2,1,2,2,2,4,12,7682
16121,9,6,3,1,2,1,2,2,1,1,1,1,1,17,227
16122,3,1,2,1,2,1,1,2,1,1,1,1,2,21,1826
16123,3,1,2,1,1,2,1,2,1,1,1,1,1,31,764
16124,5,1,4,1,2,1,1,2,1,1,1,1,1,18,202
16125,3,1,2,1,2,2,1,1,1,1,2,1,1,3,318
16126,4,2,2,1,2,2,1,2,1,2,1,2,2,16,893
16127,1,0,1,1,2,1,1,2,1,1,2,2,2,6,645
16128,4,2,2,1,1,1,1,2,1,1,1,1,2,11,2293
16129,7,3,4,1,2,2,2,2,1,2,1,1,1,6,364
16130,1,1,0,2,,,,,,,,,,9,7940
16131,5,2,3,1,2,2,1,2,1,1,1,1,1,11,2918
16132,3,2,1,2,,,,,,,,,,31,555
16133,3,1,2,1,2,1,1,2,1,1,1,1,2,26,793
16134,1,0,1,2,,,,,,,,,,7,2512
16135,3,2,1,1,2,1,2,2,1,1,1,2,2,15,5251
16136,3,2,1,1,2,2,1,2,1,1,1,2,3,32,795
16137,1,1,0,2,,,,,,,,,,22,1467
16138,3,1,2,1,2,2,1,2,1,2,2,2,1,4,295
16139,4,2,2,1,2,2,1,2,1,1,1,1,1,16,1418
16140,3,0,3,1,2,2,1,2,1,1,1,1,1,7,2521
16141,7,2,5,1,2,2,2,2,1,1,1,1,1,15,18336
16142,2,1,1,2,,,,,,,,,,32,324
16143,2,1,1,2,,,,,,,,,,18,281
16144,7,4,3,1,2,1,1,1,1,1,1,1,1,8,2495
16145,3,2,1,1,2,2,1,2,1,1,3,2,1,32,728
16146,4,2,2,2,,,,,,,,,,20,263
16147,7,1,6,2,,,,,,,,,,29,54
16148,6,3,3,1,1,1,1,2,1,1,1,1,2,11,979
16149,5,3,2,1,2,1,1,2,1,1,1,1,1,2,617
16150,4,2,2,1,2,2,1,2,1,2,1,1,1,11,2611
16151,1,1,0,2,,,,,,,,,,4,638
16152,2,1,1,2,,,,,,,,,,28,1726
16153,4,2,2,1,2,2,1,2,1,1,1,1,1,8,1057
16154,4,1,3,1,2,2,2,2,1,1,1,1,1,3,210
16155,7,5,2,1,1,2,2,2,2,1,1,1,1,6,273
16156,8,3,5,1,2,2,1,2,2,2,1,1,2,27,739
16157,5,2,3,1,2,2,1,2,1,1,1,1,1,29,247
16158,2,1,1,2,,,,,,,,,,21,1468
16159,8,4,4,1,2,1,1,2,1,2,2,2,4,23,573
16160,2,1,1,2,,,,,,,,,,20,738
16161,8,3,5,1,2,1,1,2,1,2,1,1,2,32,341
16162,3,2,1,1,1,1,1,2,1,1,1,1,1,6,553
16163,6,3,3,1,2,1,1,2,1,1,2,2,2,2,4289
16164,5,1,4,1,2,2,1,2,1,1,1,2,3,11,5622
16165,10,4,6,1,2,1,1,1,1,1,3,3,3,9,5199
16166,6,2,4,1,2,2,2,2,1,1,2,2,2,13,873
16167,5,3,2,1,2,2,2,2,1,1,3,4,2,15,2800
16168,6,4,2,1,2,2,2,2,1,2,1,1,1,15,4180
16169,3,2,1,2,,,,,,,,,,21,846
16170,2,1,1,2,,,,,,,,,,7,1217
16171,2,1,1,2,,,,,,,,,,13,957
16172,5,2,3,1,2,2,1,2,1,2,1,1,1,17,155
16173,1,1,0,2,,,,,,,,,,4,638
16174,2,1,1,1,1,1,1,1,1,1,1,1,1,15,7699
