FOLIO,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P1_5,P4_1_1,P4_1_2,P4_1_3,ENT
16674,2,1,1,2,,,,,,,,,,,2
16675,3,1,2,1,2,1,1,2,1,1,,2,1,2,22
16676,2,2,0,2,,,,,,,,,,,26
16677,7,4,3,1,2,2,2,2,1,2,1,1,1,1,19
16678,2,1,1,1,2,2,1,2,1,2,9,1,1,1,11
16679,5,2,3,1,1,1,1,2,1,1,,2,2,2,8
16680,6,5,1,1,2,2,1,2,1,2,1,2,2,2,12
16681,2,1,1,2,,,,,,,,,,,29
16682,3,2,1,1,2,1,1,1,1,1,,2,1,3,16
16683,4,3,1,1,2,2,1,2,1,1,,1,1,1,2
16684,3,2,1,1,2,2,2,2,1,1,,1,1,1,10
16685,4,2,2,1,2,1,1,1,1,1,,1,1,1,27
16686,5,3,2,1,1,2,1,2,1,1,,1,1,1,29
16687,2,1,1,2,,,,,,,,,,,10
16688,3,1,2,2,,,,,,,,,,,20
16689,1,1,0,2,,,,,,,,,,,18
16690,3,1,2,1,2,1,2,2,1,1,,1,1,1,7
16691,8,3,5,1,2,2,2,2,1,2,2,1,1,1,4
16692,3,1,2,2,,,,,,,,,,,31
16693,1,0,1,1,2,2,1,2,1,2,1,3,1,3,18
16694,6,4,2,1,1,2,2,2,1,2,6,1,1,1,1
16695,1,0,1,2,,,,,,,,,,,12
16696,2,1,1,2,,,,,,,,,,,16
16697,2,1,1,1,1,1,1,2,1,1,,1,1,1,9
16698,3,2,1,1,2,2,1,2,1,1,,1,2,2,18
16699,4,1,3,1,2,1,2,2,1,1,,1,1,1,17
16700,4,1,3,1,2,2,1,2,1,1,,1,1,1,32
16701,2,1,1,2,,,,,,,,,,,17
16702,2,1,1,1,2,1,1,1,1,1,,2,2,3,12
16703,4,2,2,1,2,2,1,2,1,2,9,1,2,1,17
16704,4,2,2,2,,,,,,,,,,,22
16705,6,4,2,1,1,1,2,2,1,1,,2,2,2,24
16706,2,1,1,2,,,,,,,,,,,14
16707,1,0,1,2,,,,,,,,,,,20
16708,4,3,1,1,1,1,1,2,1,1,,1,1,3,29
16709,5,2,3,1,1,1,1,1,1,1,,1,1,1,29
16710,4,2,2,1,2,2,2,2,2,2,1,1,1,1,17
16711,3,1,2,1,2,2,2,2,1,2,2,1,1,1,7
16712,5,3,2,1,2,1,1,2,1,1,,1,1,1,22
16713,6,2,4,1,2,2,2,1,1,2,1,2,1,2,29
16714,1,1,0,2,,,,,,,,,,,31
16715,3,1,2,2,,,,,,,,,,,4
16716,4,2,2,1,1,2,1,1,1,1,,1,1,1,17
16717,5,3,2,1,2,1,1,2,1,1,,2,2,1,29
16718,3,0,3,1,2,1,1,1,1,1,,3,3,2,17
16719,4,2,2,1,2,2,1,2,1,2,1,1,1,1,32
16720,6,4,2,1,2,2,1,2,1,1,,1,1,1,9
16721,5,2,3,1,2,2,1,1,1,1,,1,1,1,8
16722,6,3,3,1,2,1,1,1,1,1,,2,1,1,31
16723,4,3,1,2,,,,,,,,,,,32
16724,4,3,1,1,1,1,1,2,1,1,,1,1,1,15
16725,8,3,5,1,1,2,2,2,1,2,1,2,2,2,31
16726,5,1,4,1,2,1,1,2,1,1,,1,1,2,1
16727,1,1,0,2,,,,,,,,,,,20
16728,2,1,1,2,,,,,,,,,,,19
16729,3,1,2,1,2,2,2,2,1,2,1,1,1,1,21
16730,5,2,3,1,1,2,1,2,1,1,,3,1,4,4
16731,6,2,4,1,2,2,1,2,1,1,,1,1,1,30
16732,4,2,2,1,2,2,2,2,1,2,1,1,1,1,29
16733,5,4,1,1,2,1,1,1,1,1,,1,1,1,9
16734,3,0,3,2,,,,,,,,,,,32
16735,2,1,1,2,,,,,,,,,,,21
16736,4,2,2,1,1,1,1,2,1,1,,1,1,1,31
16737,5,3,2,1,2,2,1,2,1,1,,1,1,1,29
16738,1,1,0,2,,,,,,,,,,,30
16739,8,5,3,1,2,1,1,1,1,1,,1,1,4,13
16740,2,1,1,2,,,,,,,,,,,20
16741,5,2,3,1,2,2,2,2,1,2,1,2,1,2,29
16742,4,3,1,1,2,1,1,2,1,1,,1,1,1,2
16743,6,2,4,1,2,2,1,2,1,2,2,1,1,1,21
16744,5,3,2,2,,,,,,,,,,,6
16745,3,1,2,1,2,2,1,2,1,1,,1,2,1,27
16746,6,4,2,1,2,1,1,1,1,1,,2,3,3,27
16747,2,1,1,2,,,,,,,,,,,25
16748,3,2,1,1,2,1,1,2,1,1,,1,1,1,2
16749,4,2,2,2,,,,,,,,,,,20
16750,2,0,2,2,,,,,,,,,,,27
16751,3,2,1,2,,,,,,,,,,,3
16752,3,1,2,2,,,,,,,,,,,24
16753,4,3,1,1,2,1,2,2,1,2,7,1,1,1,28
16754,2,1,1,1,2,1,1,1,1,1,,2,2,3,9
16755,2,1,1,2,,,,,,,,,,,1
16756,2,1,1,2,,,,,,,,,,,2
16757,2,1,1,1,2,1,1,2,1,1,,1,1,4,15
16758,4,2,2,1,2,1,1,1,1,1,,1,1,2,8
16759,5,3,2,1,2,2,2,2,1,2,1,2,2,2,20
16760,1,0,1,2,,,,,,,,,,,6
16761,4,3,1,1,1,1,1,2,1,1,,2,2,3,21
16762,5,3,2,1,1,1,1,2,1,1,,1,1,2,23
16763,4,3,1,1,2,2,1,2,1,2,1,1,1,1,21
16764,6,3,3,1,2,2,1,2,1,2,1,1,1,2,7
16765,7,3,4,1,2,2,1,2,1,1,,3,3,3,20
16766,5,1,4,1,2,1,1,2,1,1,,1,1,3,13
16767,1,0,1,1,2,1,2,2,1,1,,1,1,1,20
16768,4,1,3,1,2,2,2,2,1,1,,1,2,3,26
16769,1,0,1,2,,,,,,,,,,,18
16770,5,1,4,1,2,2,1,1,1,1,,1,1,1,24
16771,1,0,1,1,2,2,1,2,1,1,,1,1,2,29
16772,4,2,2,2,,,,,,,,,,,1
16773,1,1,0,2,,,,,,,,,,,17
16774,5,2,3,1,2,2,2,2,1,1,,2,3,1,31
16775,5,2,3,2,,,,,,,,,,,1
16776,5,2,3,1,2,1,1,2,1,1,,3,1,1,5
16777,7,5,2,1,2,1,2,2,1,1,,1,1,1,18
16778,5,3,2,1,2,2,1,2,1,1,,1,1,1,21
16779,5,2,3,1,2,2,1,2,1,2,1,1,1,1,32
16780,5,3,2,1,1,2,1,1,1,1,,1,1,1,25
16781,3,1,2,1,1,2,1,2,1,1,,1,3,2,29
16782,1,0,1,2,,,,,,,,,,,22
16783,4,1,3,1,2,2,1,2,1,1,,1,1,1,13
16784,6,3,3,1,1,1,1,1,1,1,,1,1,1,15
16785,2,1,1,2,,,,,,,,,,,31
16786,4,1,3,1,2,2,2,2,1,1,,1,1,1,17
16787,3,1,2,1,2,2,2,2,1,2,1,2,2,2,31
16788,3,2,1,2,,,,,,,,,,,15
16789,4,1,3,1,2,1,1,1,1,1,,2,1,1,10
16790,4,1,3,1,2,2,2,2,2,2,1,1,1,2,30
16791,3,1,2,1,2,1,1,2,1,1,,1,1,1,2
16792,3,1,2,1,2,1,2,2,1,1,,1,1,1,15
16793,4,2,2,1,2,2,1,2,1,2,1,1,1,2,29
16794,3,2,1,1,2,1,1,2,1,1,,2,1,1,22
16795,2,1,1,2,,,,,,,,,,,24
16796,9,2,7,1,2,2,1,2,1,2,1,1,2,2,13
16797,2,1,1,2,,,,,,,,,,,20
16798,4,2,2,2,,,,,,,,,,,20
16799,3,1,2,1,2,2,2,2,1,1,,1,1,1,29
16800,7,4,3,2,,,,,,,,,,,24
16801,6,3,3,1,2,1,1,2,1,1,,3,2,4,2
16802,3,2,1,1,1,2,2,2,1,1,,1,1,1,29
16803,5,2,3,1,2,2,1,2,1,1,,1,1,3,15
16804,2,1,1,1,1,1,1,2,1,1,,1,1,3,6
16805,3,2,1,1,2,1,2,2,1,2,9,1,1,4,14
16806,3,1,2,2,,,,,,,,,,,17
16807,3,2,1,1,1,1,1,1,1,1,,1,1,1,3
16808,4,3,1,1,1,1,1,2,1,1,,3,2,1,15
16809,4,2,2,1,2,1,1,1,1,1,,1,2,2,5
16810,1,0,1,2,,,,,,,,,,,15
16811,5,2,3,1,2,1,1,2,1,1,,3,1,2,9
16812,8,4,4,1,2,1,2,2,1,2,1,1,2,2,29
16813,3,1,2,1,2,2,1,2,1,2,1,1,1,1,11
16814,3,1,2,1,2,2,2,2,1,2,1,1,2,1,27
16815,7,5,2,1,2,2,2,2,2,2,2,3,3,3,12
16816,5,3,2,1,2,2,1,2,1,1,,1,1,1,17
16817,5,3,2,1,2,1,1,2,1,1,,2,1,1,18
16818,6,3,3,1,1,2,1,2,1,1,,1,1,1,17
16819,2,1,1,2,,,,,,,,,,,3
16820,2,0,2,2,,,,,,,,,,,18
16821,3,1,2,1,2,2,1,2,1,2,2,2,2,2,32
16822,7,4,3,1,2,2,1,2,1,2,1,2,2,2,13
16823,9,2,7,1,1,1,1,2,1,1,,1,1,3,29
16824,3,2,1,1,2,2,1,2,1,1,,4,1,3,26
16825,2,1,1,2,,,,,,,,,,,20
16826,3,2,1,2,,,,,,,,,,,4
16827,3,1,2,2,,,,,,,,,,,26
16828,5,4,1,1,2,1,1,2,2,1,,1,1,2,28
16829,3,2,1,2,,,,,,,,,,,4
16830,4,3,1,1,2,2,1,2,1,1,,1,1,1,18
16831,5,3,2,1,2,2,2,2,1,1,,1,3,1,31
16832,4,3,1,1,2,2,1,1,1,2,8,1,1,1,28
16833,3,1,2,1,1,1,1,2,1,1,,1,1,1,18
16834,4,3,1,1,2,1,1,1,1,1,,1,1,1,13
16835,5,2,3,1,2,1,1,1,1,1,,2,2,1,27
16836,2,1,1,2,,,,,,,,,,,26
16837,4,2,2,1,2,1,1,2,1,1,,1,1,1,7
16838,2,1,1,2,,,,,,,,,,,2
16839,3,1,2,2,,,,,,,,,,,18
16840,1,1,0,2,,,,,,,,,,,8
16841,7,5,2,1,1,1,1,2,1,1,,1,1,1,15
16842,2,0,2,2,,,,,,,,,,,28
16843,1,0,1,2,,,,,,,,,,,23
16844,4,2,2,1,1,2,1,1,1,1,,1,1,4,5
16845,4,2,2,1,1,1,1,2,1,1,,3,3,3,16
16846,5,4,1,1,1,1,1,1,1,1,,2,2,2,3
16847,4,3,1,1,1,1,1,2,1,1,,2,2,2,19
16848,1,1,0,2,,,,,,,,,,,22
16849,4,3,1,1,2,1,1,2,1,1,,2,1,2,2
16850,3,1,2,2,,,,,,,,,,,24
16851,3,1,2,1,2,2,2,2,1,2,1,1,1,1,28
16852,3,2,1,1,1,1,1,1,1,1,,1,1,1,26
16853,11,5,6,1,2,1,1,1,1,1,,1,1,1,28
16854,2,1,1,1,2,1,1,2,1,1,,1,1,1,28
16855,5,3,2,1,2,2,2,1,1,1,,1,1,1,18
16856,2,1,1,2,,,,,,,,,,,28
16857,4,3,1,1,2,1,1,2,1,1,,1,1,2,9
16858,5,1,4,1,2,1,1,2,1,1,,2,1,2,18
16859,6,5,1,1,2,2,1,2,1,2,1,1,1,1,9
16860,1,0,1,2,,,,,,,,,,,28
16861,6,3,3,1,2,2,2,2,1,2,1,1,1,2,15
16862,3,1,2,2,,,,,,,,,,,18
16863,2,1,1,2,,,,,,,,,,,2
16864,4,2,2,1,2,2,1,2,1,2,1,1,1,1,7
16865,5,3,2,1,2,2,1,2,1,1,,1,1,3,18
16866,6,2,4,1,2,1,1,2,1,1,,1,1,1,11
16867,4,2,2,1,1,2,1,1,1,1,,1,1,1,27
16868,4,2,2,1,2,1,2,1,1,1,,1,1,2,25
16869,2,0,2,1,2,2,1,2,1,2,1,2,2,2,11
16870,1,1,0,2,,,,,,,,,,,16
16871,2,1,1,1,2,2,2,1,1,1,,1,1,1,30
16872,6,2,4,1,2,1,2,2,1,1,,3,1,3,22
16873,1,0,1,2,,,,,,,,,,,22
16874,2,0,2,1,2,2,2,2,1,1,,1,2,2,21
16875,1,1,0,2,,,,,,,,,,,6
16876,8,3,5,1,2,2,1,2,1,2,1,1,1,1,28
16877,2,1,1,2,,,,,,,,,,,30
16878,5,1,4,1,1,1,1,2,1,1,,1,1,1,24
16879,6,2,4,1,1,1,1,2,1,1,,1,1,1,21
16880,2,1,1,2,,,,,,,,,,,2
16881,3,1,2,1,2,1,1,1,1,1,,3,3,1,16
16882,2,0,2,2,,,,,,,,,,,8
16883,3,1,2,1,2,1,1,1,1,1,,1,2,1,23
16884,5,2,3,1,2,1,1,1,1,1,,2,2,1,20
16885,5,2,3,1,2,1,1,2,1,1,,1,1,1,12
16886,5,1,4,1,1,2,1,1,1,1,,1,1,1,18
16887,2,1,1,2,,,,,,,,,,,18
16888,10,6,4,1,2,1,1,1,1,1,,1,1,1,6
16889,3,2,1,1,2,1,1,1,1,1,,2,1,4,2
16890,4,2,2,1,2,2,1,1,1,1,,1,1,1,14
16891,8,4,4,2,,,,,,,,,,,14
16892,3,2,1,1,2,2,2,2,1,2,2,3,1,1,29
16893,2,1,1,2,,,,,,,,,,,27
16894,4,1,3,1,1,1,1,2,1,1,,1,1,4,2
16895,4,2,2,1,1,1,1,2,1,1,,1,1,2,7
16896,3,2,1,1,2,1,1,2,1,1,,1,1,1,32
16897,2,1,1,2,,,,,,,,,,,8
16898,1,0,1,2,,,,,,,,,,,9
16899,2,1,1,2,,,,,,,,,,,32
16900,7,3,4,1,2,1,1,2,1,1,,1,1,1,2
16901,4,1,3,1,2,2,1,1,1,1,,1,1,1,3
16902,7,2,5,1,1,2,1,2,2,1,,1,1,2,12
16903,2,1,1,2,,,,,,,,,,,32
16904,5,3,2,1,1,1,1,1,1,1,,1,1,1,6
16905,5,4,1,1,2,2,2,2,1,2,1,1,1,1,25
16906,5,2,3,1,1,1,1,2,1,1,,1,2,1,6
16907,7,3,4,1,2,1,1,2,1,1,,1,1,1,6
16908,3,1,2,1,2,2,2,2,2,2,1,2,2,3,20
16909,2,0,2,1,1,2,1,1,1,1,,2,1,2,9
16910,3,2,1,1,1,1,1,1,1,1,,1,2,4,4
16911,5,2,3,1,2,2,1,2,1,1,,1,1,1,12
16912,5,2,3,1,1,2,1,2,1,1,,1,1,1,25
16913,5,3,2,1,2,1,1,2,1,1,,1,1,1,6
16914,3,1,2,1,2,1,1,1,2,1,,1,1,1,16
16915,3,3,0,2,,,,,,,,,,,31
16916,7,4,3,1,2,2,1,1,1,1,,1,1,1,24
16917,2,1,1,2,,,,,,,,,,,13
16918,2,1,1,2,,,,,,,,,,,18
16919,3,2,1,2,,,,,,,,,,,4
16920,1,1,0,2,,,,,,,,,,,24
16921,3,2,1,1,1,2,1,2,1,2,1,1,3,2,7
16922,3,2,1,1,2,2,1,2,1,2,1,1,2,1,7
16923,4,2,2,1,2,2,1,2,1,1,,1,1,4,2
16924,7,4,3,1,1,2,1,2,1,1,,3,2,3,32
16925,4,2,2,2,,,,,,,,,,,18
16926,12,7,5,1,2,1,1,2,1,1,,1,2,1,16
16927,2,1,1,1,2,1,1,2,1,1,,2,2,4,9
16928,2,1,1,2,,,,,,,,,,,3
16929,5,1,4,1,2,1,1,2,1,1,,3,2,4,7
16930,4,2,2,2,,,,,,,,,,,16
16931,3,2,1,1,2,1,1,1,1,1,,1,1,1,13
16932,1,1,0,2,,,,,,,,,,,2
16933,5,1,4,1,1,2,1,2,1,1,,1,3,3,15
16934,6,2,4,1,2,2,1,2,1,2,1,1,1,1,12
16935,5,3,2,1,2,1,1,2,1,1,,1,1,2,12
16936,2,1,1,1,2,2,1,2,1,1,,1,1,1,23
16937,7,4,3,1,2,2,1,2,1,1,,2,2,1,23
16938,2,1,1,2,,,,,,,,,,,23
16939,4,2,2,1,2,2,2,2,1,2,1,1,2,1,23
16940,1,0,1,2,,,,,,,,,,,16
16941,3,1,2,2,,,,,,,,,,,15
16942,4,1,3,1,2,2,1,2,1,1,,1,2,1,15
16943,4,3,1,1,2,1,1,2,1,1,,1,1,1,30
16944,3,1,2,1,1,2,2,1,1,1,,4,2,4,15
16945,1,1,0,2,,,,,,,,,,,20
16946,5,3,2,1,2,2,1,2,1,2,1,2,3,2,20
16947,6,3,3,1,1,2,1,2,1,1,,1,1,1,15
16948,6,3,3,1,2,1,1,1,1,1,,1,1,1,20
16949,5,3,2,1,1,2,1,2,1,1,,2,1,2,32
16950,3,2,1,1,2,1,1,2,1,1,,1,1,3,15
16951,4,3,1,1,2,2,1,2,1,2,1,2,2,3,15
16952,3,2,1,2,,,,,,,,,,,6
16953,2,1,1,1,2,1,2,2,1,1,,2,2,3,27
16954,3,3,0,2,,,,,,,,,,,30
16955,6,3,3,1,2,2,1,2,1,1,,1,1,1,30
16956,2,1,1,2,,,,,,,,,,,27
16957,6,1,5,1,2,2,1,1,1,1,,2,2,2,27
16958,2,1,1,2,,,,,,,,,,,30
16959,2,1,1,2,,,,,,,,,,,30
16960,2,1,1,1,2,1,1,2,1,1,,1,2,2,30
16961,1,1,0,2,,,,,,,,,,,21
16962,3,1,2,2,,,,,,,,,,,30
16963,4,2,2,1,2,1,1,2,1,1,,1,1,1,30
16964,1,0,1,1,1,2,1,2,1,1,,2,2,2,19
16965,2,1,1,1,2,2,1,2,1,1,,1,2,1,32
16966,1,1,0,1,1,1,1,2,1,1,,1,1,4,30
16967,7,2,5,1,1,1,1,2,1,1,,1,1,4,27
16968,3,2,1,1,1,1,1,2,1,1,,1,1,2,16
16969,1,0,1,2,,,,,,,,,,,2
16970,4,3,1,1,2,1,1,2,1,1,,1,1,1,32
16971,1,1,0,2,,,,,,,,,,,15
16972,2,1,1,2,,,,,,,,,,,15
16973,2,1,1,2,,,,,,,,,,,15
16974,3,1,2,1,1,1,1,1,1,1,,1,1,1,27
16975,2,1,1,2,,,,,,,,,,,27
16976,4,2,2,1,1,1,1,1,1,1,,1,1,1,15
16977,3,1,2,1,2,2,1,2,1,1,,1,1,1,6
16978,4,2,2,1,2,2,1,2,1,1,,1,1,1,19
16979,5,4,1,1,2,2,1,2,2,2,1,1,1,1,27
16980,3,2,1,1,2,1,2,2,1,1,,1,1,1,27
16981,5,4,1,1,1,1,1,1,1,1,,1,2,1,27
16982,3,2,1,1,1,1,1,1,1,1,,1,2,3,30
16983,2,1,1,2,,,,,,,,,,,19
16984,2,1,1,1,2,2,2,2,1,1,,2,2,2,11
16985,8,5,3,1,1,1,1,1,1,1,,1,1,1,4
16986,2,1,1,1,2,1,1,2,1,1,,1,1,3,2
16987,3,2,1,1,2,1,1,2,1,1,,2,3,1,2
16988,2,1,1,2,,,,,,,,,,,30
16989,6,2,4,1,2,2,2,1,1,1,,1,1,2,30
16990,5,4,1,1,1,2,1,2,1,1,,1,1,1,19
16991,3,0,3,2,,,,,,,,,,,2
16992,2,1,1,2,,,,,,,,,,,2
16993,4,2,2,1,2,2,1,2,1,2,1,1,1,1,28
16994,2,1,1,2,,,,,,,,,,,2
16995,1,0,1,2,,,,,,,,,,,1
16996,5,3,2,1,2,2,2,2,1,2,6,1,1,1,20
16997,4,2,2,1,2,1,1,2,1,1,,1,1,3,31
16998,6,2,4,1,1,2,1,1,1,1,,1,1,1,28
16999,5,3,2,1,2,2,2,2,1,2,6,1,1,1,20
17000,3,2,1,1,2,2,2,2,1,2,6,1,1,1,27
17001,4,3,1,1,1,1,1,1,1,1,,2,1,1,29
17002,5,1,4,1,2,1,1,2,1,1,,1,1,1,21
17003,1,1,0,2,,,,,,,,,,,6
17004,3,3,0,1,1,1,1,1,1,1,,1,1,1,6
17005,1,1,0,2,,,,,,,,,,,29
17006,4,3,1,1,2,2,2,1,1,1,,1,1,1,29
17007,5,2,3,1,2,2,2,1,1,2,1,1,1,1,29
17008,4,2,2,1,2,1,1,2,1,1,,1,1,1,29
17009,4,1,3,1,2,2,1,2,1,2,1,2,2,1,29
17010,6,2,4,1,2,2,1,2,1,2,1,1,3,3,29
17011,1,0,1,1,2,1,1,2,1,1,,1,2,2,26
17012,3,2,1,1,2,2,1,2,1,1,,1,1,2,26
17013,3,2,1,1,2,1,1,1,1,1,,2,1,2,17
17014,4,3,1,1,2,2,2,2,1,2,5,2,2,2,29
17015,3,1,2,1,2,1,1,2,1,1,,2,2,2,11
17016,5,2,3,2,,,,,,,,,,,29
17017,5,4,1,1,2,1,1,2,1,1,,2,2,3,13
17018,1,0,1,2,,,,,,,,,,,17
17019,9,4,5,1,2,2,2,2,1,2,1,1,1,1,20
17020,3,2,1,1,2,2,1,2,1,2,7,2,2,2,29
17021,4,3,1,1,1,2,1,2,1,1,,1,1,1,27
17022,4,2,2,1,2,2,2,2,1,2,2,1,1,1,20
17023,5,3,2,2,,,,,,,,,,,20
17024,6,3,3,1,2,2,2,2,2,2,1,1,1,1,29
17025,5,2,3,1,1,2,1,2,1,1,,1,1,1,29
17026,3,1,2,1,2,1,1,2,1,1,,1,1,1,26
17027,3,1,2,1,2,1,1,1,1,1,,3,3,1,27
17028,2,1,1,2,,,,,,,,,,,31
17029,4,2,2,1,2,1,1,1,1,1,,1,2,3,26
17030,2,0,2,1,2,1,1,2,1,2,1,2,1,2,29
17031,6,4,2,1,2,2,1,2,1,1,,1,1,1,17
17032,1,1,0,2,,,,,,,,,,,27
17033,4,1,3,1,1,1,1,2,1,1,,3,3,3,27
17034,2,1,1,2,,,,,,,,,,,31
17035,1,1,0,2,,,,,,,,,,,29
17036,4,2,2,1,2,2,1,2,1,1,,1,1,1,29
17037,4,2,2,1,2,1,1,2,1,1,,2,2,2,29
17038,7,4,3,1,1,2,2,2,1,1,,2,2,2,29
17039,3,1,2,2,,,,,,,,,,,31
17040,2,2,0,2,,,,,,,,,,,19
17041,3,2,1,1,1,2,1,1,1,1,,1,1,1,19
17042,3,2,1,1,2,2,1,2,1,1,,2,1,1,3
17043,2,1,1,2,,,,,,,,,,,3
17044,2,1,1,1,2,1,1,2,1,1,,1,1,4,31
17045,6,3,3,1,1,2,2,1,1,1,,1,1,2,17
17046,5,4,1,1,2,2,2,1,1,1,,4,2,2,31
17047,3,0,3,1,2,2,2,2,1,2,1,1,1,1,20
17048,3,0,3,1,2,1,1,2,1,1,,1,1,1,20
17049,7,1,6,1,2,1,2,2,2,1,,2,1,3,20
17050,5,3,2,1,2,2,2,2,2,1,,1,1,1,17
17051,7,3,4,1,2,2,1,2,1,2,1,1,1,1,1
17052,6,4,2,1,2,2,1,1,1,1,,1,1,1,17
17053,5,3,2,1,1,1,1,2,1,1,,3,2,4,3
17054,1,1,0,2,,,,,,,,,,,26
17055,3,2,1,1,2,2,1,2,1,1,,1,1,1,26
17056,1,1,0,2,,,,,,,,,,,31
17057,6,3,3,1,2,1,1,1,1,1,,1,1,1,26
17058,5,3,2,1,2,1,1,2,1,1,,1,1,1,26
17059,1,1,0,2,,,,,,,,,,,31
17060,4,1,3,1,2,2,2,2,1,2,2,1,1,1,31
17061,5,1,4,1,1,2,2,2,1,1,,1,1,2,21
17062,3,1,2,2,,,,,,,,,,,21
17063,4,2,2,2,,,,,,,,,,,3
17064,5,4,1,1,2,2,2,1,1,1,,2,1,1,31
17065,3,1,2,1,2,1,1,2,1,1,,1,1,1,1
17066,2,0,2,2,,,,,,,,,,,11
17067,4,2,2,1,2,1,1,1,1,1,,1,1,1,9
17068,4,1,3,1,2,1,1,2,1,1,,1,1,2,3
17069,1,1,0,2,,,,,,,,,,,9
17070,3,1,2,2,,,,,,,,,,,10
17071,4,3,1,1,2,2,1,1,1,1,,1,1,1,1
17072,3,1,2,1,2,2,1,1,1,1,,1,1,2,26
17073,5,2,3,2,,,,,,,,,,,21
17074,2,1,1,2,,,,,,,,,,,28
17075,5,4,1,1,2,2,1,2,1,2,1,1,1,1,18
17076,2,1,1,2,,,,,,,,,,,26
17077,1,0,1,2,,,,,,,,,,,13
17078,4,2,2,1,1,1,1,1,1,1,,2,2,3,26
17079,4,2,2,1,2,1,1,2,1,1,,1,1,3,25
17080,3,2,1,2,,,,,,,,,,,11
17081,7,4,3,2,,,,,,,,,,,21
17082,1,1,0,2,,,,,,,,,,,22
17083,1,0,1,2,,,,,,,,,,,26
17084,3,1,2,2,,,,,,,,,,,8
17085,3,2,1,1,1,1,1,1,1,1,,2,2,2,3
17086,4,2,2,1,2,1,1,1,1,1,,2,1,1,26
17087,6,2,4,1,2,2,1,2,1,1,,1,1,1,10
17088,1,0,1,2,,,,,,,,,,,10
17089,5,3,2,1,2,1,1,1,1,1,,1,1,1,25
17090,4,2,2,1,2,2,1,2,1,1,,1,1,1,11
17091,8,4,4,1,2,2,1,2,1,1,,1,1,1,26
17092,3,1,2,1,1,2,1,2,1,1,,1,1,1,2
17093,4,2,2,1,2,2,1,2,1,2,1,1,1,1,10
17094,5,2,3,1,1,1,1,1,1,1,,1,1,1,31
17095,2,2,0,2,,,,,,,,,,,2
17096,1,0,1,2,,,,,,,,,,,14
17097,4,1,3,1,2,1,1,2,1,1,,1,1,2,27
17098,3,1,2,2,,,,,,,,,,,6
17099,4,2,2,1,1,2,1,2,1,1,,1,1,1,26
17100,2,1,1,2,,,,,,,,,,,16
17101,2,1,1,2,,,,,,,,,,,18
17102,6,4,2,1,2,2,1,2,1,2,1,2,2,1,29
17103,3,0,3,2,,,,,,,,,,,29
17104,2,1,1,2,,,,,,,,,,,19
17105,5,3,2,1,2,1,1,2,1,1,,2,1,1,9
17106,4,1,3,1,2,1,1,2,1,1,,2,2,2,26
17107,4,1,3,1,2,1,1,2,1,1,,1,1,2,22
17108,5,3,2,1,2,1,1,2,1,1,,1,1,2,15
17109,2,0,2,1,2,1,1,2,1,1,,2,4,3,26
17110,7,4,3,1,2,2,1,2,1,2,1,2,2,2,15
17111,2,1,1,2,,,,,,,,,,,2
17112,2,1,1,2,,,,,,,,,,,5
17113,8,3,5,1,2,2,1,2,1,2,1,1,1,1,11
17114,4,1,3,1,2,2,1,1,1,1,,1,1,1,22
17115,2,1,1,1,1,2,1,2,1,1,,1,2,2,26
17116,4,2,2,1,2,1,1,2,1,1,,1,1,1,26
17117,1,1,0,1,2,2,2,2,1,2,1,2,2,2,14
17118,2,1,1,2,,,,,,,,,,,22
17119,3,1,2,1,2,1,1,2,1,1,,1,1,1,6
17120,3,2,1,2,,,,,,,,,,,22
17121,6,2,4,1,1,2,2,2,1,1,,1,1,1,14
17122,6,4,2,1,2,1,1,2,1,1,,2,1,3,25
17123,6,5,1,1,1,1,1,1,1,1,,1,1,1,10
17124,2,1,1,2,,,,,,,,,,,28
17125,5,2,3,1,2,2,1,2,1,2,6,1,1,1,32
17126,3,1,2,1,2,2,1,2,1,1,,1,1,1,11
17127,2,1,1,2,,,,,,,,,,,25
17128,4,2,2,1,2,2,1,2,1,1,,1,1,2,17
17129,1,0,1,2,,,,,,,,,,,9
17130,1,1,0,2,,,,,,,,,,,8
17131,2,1,1,2,,,,,,,,,,,3
17132,2,1,1,2,,,,,,,,,,,24
17133,4,2,2,1,2,1,1,2,1,1,,1,1,1,5
17134,6,2,4,1,1,1,1,2,1,1,,1,1,1,25
17135,2,1,1,1,2,2,1,2,1,2,1,2,2,3,11
17136,4,1,3,1,2,1,1,2,1,1,,2,3,4,2
17137,1,0,1,2,,,,,,,,,,,28
17138,5,4,1,1,2,2,1,1,1,1,,1,1,4,26
17139,1,0,1,1,2,1,1,2,1,1,,3,3,3,26
17140,5,2,3,1,2,2,1,1,1,1,,1,1,1,31
17141,4,2,2,1,2,2,1,2,1,1,,1,3,3,27
17142,7,3,4,1,2,2,2,2,1,1,,1,1,3,17
17143,2,1,1,2,,,,,,,,,,,30
17144,6,4,2,1,2,2,1,2,1,1,,1,1,1,29
17145,5,2,3,1,2,2,1,1,1,1,,4,3,3,9
17146,4,2,2,1,1,1,1,2,1,1,,1,1,1,2
17147,3,1,2,1,1,1,1,1,1,1,,1,1,1,30
17148,1,0,1,2,,,,,,,,,,,3
17149,2,1,1,2,,,,,,,,,,,13
