FOLIO,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P1_5,P4_1_1,P4_1_2,P4_1_3,ENT
13277,3,1,2,1,1,1,1,2,1,1,,1,1,3,6
13278,4,3,1,1,2,2,2,2,1,1,,1,1,1,12
13279,4,3,1,1,2,2,1,2,1,2,1,1,1,1,1
13280,4,1,3,1,2,2,2,2,1,1,,2,2,1,20
13281,1,0,1,2,,,,,,,,,,,3
13282,3,1,2,2,,,,,,,,,,,15
13283,3,2,1,2,,,,,,,,,,,21
13284,6,4,2,1,2,2,2,2,1,1,,1,1,2,11
13285,3,1,2,1,2,1,1,2,1,2,1,2,2,1,27
13286,4,3,1,1,2,1,1,2,1,1,,3,2,2,9
13287,4,2,2,1,2,2,1,2,1,2,1,1,2,1,17
13288,4,1,3,1,2,1,2,2,1,2,1,1,1,1,15
13289,2,1,1,2,,,,,,,,,,,19
13290,3,2,1,1,1,1,1,1,1,1,,1,2,3,1
13291,4,2,2,1,2,1,1,1,1,1,,1,1,2,11
13292,5,4,1,1,2,1,1,2,1,1,,1,1,2,24
13293,2,1,1,2,,,,,,,,,,,31
13294,5,1,4,1,2,2,1,2,1,1,,1,1,2,21
13295,6,2,4,1,2,2,1,2,1,1,,1,1,2,21
13296,1,0,1,2,,,,,,,,,,,28
13297,5,1,4,1,2,1,1,2,1,1,,1,1,2,20
13298,5,3,2,1,1,1,1,1,1,1,,1,1,1,14
13299,3,2,1,1,1,1,1,1,1,1,,1,1,2,17
13300,2,1,1,2,,,,,,,,,,,31
13301,3,2,1,1,2,2,2,2,1,2,1,1,1,1,20
13302,9,4,5,1,1,1,1,2,1,1,,1,1,1,13
13303,3,1,2,1,2,1,1,1,1,1,,1,1,1,26
13304,6,3,3,2,,,,,,,,,,,12
13305,3,2,1,1,1,2,1,2,1,1,,1,1,2,5
13306,4,3,1,1,1,2,1,2,1,1,,1,2,1,17
13307,2,1,1,2,,,,,,,,,,,7
13308,5,3,2,2,,,,,,,,,,,9
13309,4,2,2,1,2,1,1,2,1,1,,1,1,1,27
13310,7,1,6,1,1,1,1,1,1,1,,1,1,1,2
13311,5,4,1,1,2,2,2,2,1,2,2,1,1,1,12
13312,4,2,2,1,2,2,1,1,1,1,,1,1,2,8
13313,5,2,3,1,2,1,1,1,1,1,,2,2,2,9
13314,2,1,1,2,,,,,,,,,,,18
13315,1,0,1,2,,,,,,,,,,,3
13316,5,3,2,1,2,2,1,2,1,1,,1,2,1,27
13317,1,0,1,2,,,,,,,,,,,28
13318,4,2,2,1,2,2,2,2,1,2,1,2,1,1,32
13319,4,3,1,1,2,1,1,1,1,1,,2,2,2,29
13320,1,0,1,2,,,,,,,,,,,9
13321,4,3,1,1,1,2,1,2,1,1,,1,2,1,13
13322,8,4,4,1,2,1,1,2,1,1,,1,1,1,5
13323,5,3,2,1,2,2,2,2,1,2,1,2,2,1,26
13324,2,1,1,2,,,,,,,,,,,30
13325,2,1,1,2,,,,,,,,,,,4
13326,5,1,4,1,1,1,1,2,1,1,,1,1,1,16
13327,2,0,2,1,2,1,1,1,1,1,,1,3,3,16
13328,2,1,1,2,,,,,,,,,,,11
13329,1,1,0,1,2,2,1,2,1,2,1,1,1,2,18
13330,4,3,1,1,2,1,1,2,1,1,,2,2,2,20
13331,4,3,1,1,1,1,1,2,1,1,,2,2,2,31
13332,3,2,1,1,2,2,2,2,1,2,2,1,1,3,4
13333,7,5,2,1,2,2,2,2,1,2,1,1,1,1,6
13334,5,2,3,1,1,2,1,2,1,1,,2,2,2,2
13335,3,1,2,1,2,2,1,2,1,2,1,1,1,1,18
13336,4,0,4,1,2,1,1,2,1,1,,1,1,1,32
13337,1,0,1,2,,,,,,,,,,,22
13338,9,3,6,1,2,2,1,2,1,1,,2,3,2,16
13339,7,1,6,1,2,2,1,2,1,2,1,1,1,1,29
13340,5,3,2,1,2,1,1,2,1,1,,2,1,2,29
13341,2,1,1,2,,,,,,,,,,,15
13342,8,4,4,1,2,2,2,1,1,1,,3,1,2,4
13343,1,1,0,2,,,,,,,,,,,29
13344,3,2,1,1,2,1,1,2,1,1,,1,1,2,6
13345,7,4,3,1,2,2,1,2,1,2,1,1,1,1,27
13346,6,4,2,1,2,2,2,2,1,2,1,2,1,3,31
13347,1,1,0,1,2,1,1,2,1,1,,2,3,3,6
13348,1,1,0,2,,,,,,,,,,,6
13349,4,1,3,1,2,2,2,1,1,2,1,1,1,1,6
13350,2,1,1,2,,,,,,,,,,,32
13351,4,2,2,1,1,1,1,1,1,1,,1,1,2,17
13352,2,1,1,2,,,,,,,,,,,10
13353,5,3,2,1,1,1,1,1,1,1,,1,1,1,24
13354,4,2,2,1,1,2,2,2,1,1,,1,1,1,1
13355,3,1,2,1,2,2,1,2,1,2,1,1,1,1,21
13356,6,5,1,1,2,2,1,2,1,1,,1,1,1,26
13357,3,2,1,1,1,2,1,2,1,1,,1,1,1,20
13358,1,1,0,2,,,,,,,,,,,32
13359,4,3,1,2,,,,,,,,,,,9
13360,2,1,1,2,,,,,,,,,,,20
13361,2,1,1,1,2,1,1,1,1,1,,2,1,2,14
13362,4,2,2,1,1,1,1,1,1,1,,2,1,4,32
13363,5,3,2,1,2,1,1,2,1,1,,3,3,4,22
13364,2,1,1,1,1,1,1,2,1,1,,1,1,1,3
13365,3,1,2,1,2,1,2,2,1,2,1,1,1,1,32
13366,2,1,1,2,,,,,,,,,,,27
13367,4,3,1,1,1,2,1,1,1,1,,1,1,1,3
13368,3,2,1,2,,,,,,,,,,,15
13369,4,2,2,1,2,1,1,1,1,1,,1,1,1,20
13370,3,1,2,1,2,1,1,1,1,1,,2,2,2,4
13371,2,1,1,1,2,2,1,2,1,1,,3,2,2,19
13372,3,2,1,2,,,,,,,,,,,3
13373,2,1,1,2,,,,,,,,,,,1
13374,6,4,2,1,1,2,1,2,1,1,,1,2,3,16
13375,3,2,1,1,2,1,1,2,1,1,,1,1,1,11
13376,2,1,1,2,,,,,,,,,,,17
13377,3,2,1,1,2,1,2,2,1,1,,1,1,1,18
13378,7,4,3,2,,,,,,,,,,,6
13379,4,3,1,1,1,2,1,2,1,1,,1,2,2,13
13380,1,1,0,2,,,,,,,,,,,6
13381,2,1,1,2,,,,,,,,,,,14
13382,4,3,1,1,2,2,2,2,1,2,2,1,1,1,15
13383,1,1,0,2,,,,,,,,,,,31
13384,3,2,1,2,,,,,,,,,,,17
13385,5,0,5,1,2,2,1,2,1,1,,1,1,1,20
13386,3,0,3,2,,,,,,,,,,,30
13387,5,3,2,2,,,,,,,,,,,22
13388,2,1,1,2,,,,,,,,,,,22
13389,2,1,1,2,,,,,,,,,,,28
13390,1,0,1,1,2,1,2,1,1,1,,3,3,2,13
13391,1,1,0,2,,,,,,,,,,,18
13392,1,1,0,1,2,2,2,2,1,2,2,2,1,3,26
13393,3,2,1,2,,,,,,,,,,,25
13394,3,2,1,1,2,1,1,1,1,1,,1,1,2,6
13395,4,1,3,1,2,2,1,2,1,1,,1,1,1,31
13396,5,4,1,1,2,2,1,2,1,2,2,1,1,1,1
13397,5,1,4,1,2,1,1,2,1,2,1,2,2,2,15
13398,6,4,2,1,2,2,1,1,1,1,,1,3,1,26
13399,4,1,3,1,2,2,1,2,1,2,1,1,1,2,21
13400,4,1,3,1,1,1,1,2,1,1,,2,1,2,1
13401,2,0,2,1,1,2,1,2,1,1,,3,2,4,16
13402,3,1,2,2,,,,,,,,,,,30
13403,5,2,3,1,2,2,1,2,1,2,1,1,1,1,18
13404,2,0,2,1,2,1,1,1,1,1,,1,1,1,19
13405,2,1,1,2,,,,,,,,,,,16
13406,3,1,2,1,2,2,2,2,1,2,2,3,3,3,7
13407,5,1,4,1,2,2,1,1,1,1,,2,2,2,17
13408,5,2,3,1,2,2,2,2,1,2,1,1,1,1,13
13409,2,1,1,1,2,2,1,2,1,1,,1,1,1,30
13410,2,1,1,2,,,,,,,,,,,17
13411,2,1,1,2,,,,,,,,,,,11
13412,2,1,1,2,,,,,,,,,,,3
13413,6,3,3,1,2,2,1,1,1,1,,1,2,4,23
13414,2,1,1,2,,,,,,,,,,,14
13415,1,1,0,2,,,,,,,,,,,17
13416,2,1,1,2,,,,,,,,,,,16
13417,3,2,1,1,2,2,1,2,1,2,1,2,2,2,22
13418,4,3,1,1,2,1,1,1,1,1,,1,2,1,22
13419,4,2,2,1,1,2,1,1,1,1,,1,1,2,9
13420,3,1,2,1,2,2,1,2,1,2,6,1,1,2,32
13421,4,2,2,1,2,2,1,1,2,2,1,1,1,1,24
13422,3,2,1,2,,,,,,,,,,,17
13423,3,2,1,1,2,1,1,1,1,1,,1,1,1,22
13424,8,1,7,1,2,2,1,2,1,1,,1,1,1,15
13425,5,2,3,1,1,1,2,2,1,1,,1,2,2,30
13426,3,2,1,2,,,,,,,,,,,30
13427,4,1,3,1,2,1,1,1,1,1,,1,1,2,18
13428,6,4,2,1,2,2,1,2,1,1,,1,1,2,12
13429,5,2,3,1,2,2,1,2,1,1,,1,1,1,32
13430,3,2,1,2,,,,,,,,,,,28
13431,7,2,5,1,2,1,1,2,1,1,,1,1,1,4
13432,3,2,1,1,2,2,1,2,1,1,,2,2,2,32
13433,7,4,3,1,1,1,1,2,1,1,,1,2,1,22
13434,5,3,2,1,2,1,1,2,1,2,2,1,1,1,7
13435,2,1,1,2,,,,,,,,,,,1
13436,1,1,0,2,,,,,,,,,,,20
13437,4,3,1,1,2,1,1,2,1,1,,1,3,2,6
13438,4,3,1,1,1,1,1,2,1,1,,3,2,1,25
13439,5,2,3,1,1,1,1,1,1,1,,3,3,3,14
13440,4,2,2,1,2,1,2,1,1,1,,2,4,1,18
13441,4,3,1,1,2,2,1,2,1,2,1,1,1,1,21
13442,5,2,3,1,2,1,1,2,1,1,,2,1,2,6
13443,4,3,1,1,1,1,1,2,1,1,,1,1,1,8
13444,2,1,1,2,,,,,,,,,,,20
13445,3,2,1,2,,,,,,,,,,,19
13446,3,2,1,2,,,,,,,,,,,25
13447,7,4,3,1,1,1,1,2,1,1,,3,1,2,29
13448,5,3,2,1,2,1,1,1,1,1,,1,1,1,14
13449,3,1,2,2,,,,,,,,,,,3
13450,3,1,2,2,,,,,,,,,,,20
13451,6,3,3,1,2,1,1,2,1,1,,1,2,1,9
13452,6,5,1,1,2,2,1,2,1,1,,2,3,1,7
13453,6,3,3,1,2,2,1,2,1,1,,1,1,1,11
13454,2,1,1,2,,,,,,,,,,,30
13455,2,1,1,2,,,,,,,,,,,5
13456,2,1,1,2,,,,,,,,,,,21
13457,4,2,2,1,1,2,1,2,1,1,,1,1,1,8
13458,1,1,0,2,,,,,,,,,,,7
13459,4,1,3,1,2,1,1,2,1,1,,3,3,3,7
13460,3,1,2,1,1,1,1,1,1,1,,2,1,1,24
13461,3,1,2,1,1,2,1,1,1,1,,2,2,3,19
13462,1,0,1,2,,,,,,,,,,,8
13463,6,3,3,1,2,2,2,2,1,2,1,1,1,1,22
13464,6,3,3,1,2,2,1,2,2,2,1,1,1,2,32
13465,5,3,2,1,1,1,1,1,1,1,,1,1,1,17
13466,7,3,4,1,1,1,2,1,1,1,,1,1,1,28
13467,4,1,3,1,2,2,1,2,1,1,,1,1,2,25
13468,5,3,2,1,2,2,1,2,1,1,,1,1,1,18
13469,1,1,0,1,2,1,1,2,1,1,,1,1,2,13
13470,3,1,2,1,2,1,1,1,1,1,,1,2,2,3
13471,6,3,3,1,2,2,1,2,1,1,,1,3,3,21
13472,3,1,2,2,,,,,,,,,,,8
13473,2,1,1,1,2,2,2,2,1,2,1,1,1,1,20
13474,5,3,2,1,2,1,1,2,1,1,,2,2,3,9
13475,3,2,1,2,,,,,,,,,,,27
13476,4,1,3,1,1,1,1,1,1,1,,1,4,2,27
13477,6,3,3,1,2,1,1,1,1,1,,1,1,1,6
13478,3,1,2,1,2,2,2,2,2,2,1,1,1,1,6
13479,1,0,1,2,,,,,,,,,,,25
13480,1,0,1,2,,,,,,,,,,,2
13481,3,1,2,1,2,1,1,2,1,1,,2,1,1,10
13482,4,2,2,1,2,2,1,2,1,1,,1,1,2,1
13483,4,3,1,1,2,2,1,2,1,1,,1,1,1,21
13484,4,1,3,1,1,1,1,2,1,1,,2,1,2,4
13485,2,1,1,2,,,,,,,,,,,22
13486,1,1,0,2,,,,,,,,,,,24
13487,2,1,1,2,,,,,,,,,,,7
13488,2,1,1,2,,,,,,,,,,,22
13489,1,1,0,2,,,,,,,,,,,19
13490,5,2,3,1,2,2,1,2,1,1,,2,2,3,15
13491,2,1,1,2,,,,,,,,,,,7
13492,2,1,1,2,,,,,,,,,,,7
13493,1,1,0,2,,,,,,,,,,,7
13494,3,1,2,2,,,,,,,,,,,30
13495,4,1,3,1,2,1,1,2,1,1,,1,1,1,22
13496,3,0,3,1,2,1,1,2,1,1,,2,2,2,6
13497,4,3,1,1,1,1,2,2,1,1,,2,1,1,24
13498,5,4,1,1,2,2,1,2,1,2,1,1,1,1,32
13499,2,0,2,1,2,2,2,2,1,2,1,1,1,1,20
13500,2,1,1,2,,,,,,,,,,,2
13501,3,1,2,1,2,2,1,2,1,2,99,1,1,1,16
13502,2,1,1,2,,,,,,,,,,,27
13503,4,2,2,1,2,1,1,2,1,1,,1,1,1,29
13504,3,2,1,1,1,2,1,1,1,1,,2,2,2,23
13505,2,1,1,2,,,,,,,,,,,9
13506,5,4,1,2,,,,,,,,,,,19
13507,2,0,2,2,,,,,,,,,,,2
13508,3,2,1,2,,,,,,,,,,,13
13509,8,3,5,1,2,2,1,2,1,2,1,1,1,1,21
13510,2,1,1,2,,,,,,,,,,,30
13511,2,1,1,2,,,,,,,,,,,4
13512,6,4,2,1,2,2,1,2,1,1,,1,2,2,1
13513,4,2,2,1,2,1,1,1,1,1,,1,3,3,15
13514,6,3,3,1,2,2,1,2,1,2,1,1,1,1,20
13515,3,2,1,1,2,1,1,2,1,1,,1,1,1,16
13516,4,1,3,1,1,1,1,1,1,1,,2,2,2,15
13517,1,1,0,2,,,,,,,,,,,26
13518,4,1,3,1,1,1,1,2,1,1,,1,1,1,28
13519,2,1,1,2,,,,,,,,,,,15
13520,3,2,1,2,,,,,,,,,,,18
13521,2,1,1,2,,,,,,,,,,,20
13522,7,5,2,1,2,2,1,2,1,2,1,1,1,1,27
13523,4,2,2,1,2,1,1,2,1,1,,2,2,2,14
13524,4,2,2,2,,,,,,,,,,,19
13525,1,0,1,2,,,,,,,,,,,25
13526,1,1,0,2,,,,,,,,,,,19
13527,1,1,0,2,,,,,,,,,,,14
13528,4,2,2,1,1,2,1,2,1,1,,1,1,1,24
13529,3,1,2,1,2,1,2,2,1,1,,1,1,1,26
13530,1,1,0,2,,,,,,,,,,,32
13531,6,3,3,1,2,1,1,2,1,1,,1,1,1,21
13532,3,2,1,2,,,,,,,,,,,19
13533,6,2,4,1,2,1,1,2,1,1,,1,2,1,12
13534,4,2,2,1,2,2,1,1,1,1,,1,1,1,19
13535,3,1,2,1,1,1,1,2,1,1,,1,1,1,9
13536,5,3,2,1,2,2,1,2,1,1,,1,1,3,25
13537,5,2,3,1,1,1,1,1,1,1,,1,1,1,9
13538,2,1,1,2,,,,,,,,,,,14
13539,4,3,1,1,1,1,1,1,1,1,,1,1,2,20
13540,3,2,1,2,,,,,,,,,,,30
13541,5,2,3,2,,,,,,,,,,,10
13542,2,1,1,2,,,,,,,,,,,13
13543,4,3,1,2,,,,,,,,,,,19
13544,8,4,4,1,1,2,1,2,2,1,,1,1,1,9
13545,5,2,3,1,2,2,2,2,1,2,1,1,1,1,10
13546,6,2,4,1,2,1,2,2,1,1,,1,1,2,29
13547,4,2,2,1,1,1,1,2,1,1,,1,1,1,6
13548,1,1,0,2,,,,,,,,,,,17
13549,5,3,2,2,,,,,,,,,,,14
13550,4,2,2,2,,,,,,,,,,,12
13551,3,1,2,2,,,,,,,,,,,12
13552,3,1,2,1,2,1,1,2,1,1,,3,2,1,23
13553,3,1,2,1,2,1,2,2,1,1,,3,3,3,27
13554,4,1,3,1,2,2,1,2,1,2,1,1,3,1,27
13555,2,1,1,2,,,,,,,,,,,24
13556,2,1,1,2,,,,,,,,,,,17
13557,4,2,2,1,1,2,1,2,1,1,,2,1,1,20
13558,4,2,2,1,2,1,1,2,1,1,,1,1,1,17
13559,4,2,2,1,2,1,2,2,1,1,,1,9,9,10
13560,3,2,1,1,1,1,1,1,1,1,,2,3,4,18
13561,6,4,2,1,1,2,1,2,1,1,,1,1,1,12
13562,5,2,3,2,,,,,,,,,,,21
13563,5,1,4,1,2,2,1,2,1,1,,1,1,1,12
13564,14,4,10,1,2,2,2,2,2,2,1,2,2,2,29
13565,2,1,1,2,,,,,,,,,,,29
13566,5,2,3,1,2,2,2,2,2,2,1,2,1,1,29
13567,7,5,2,1,2,2,1,2,1,2,1,1,1,1,12
13568,2,1,1,2,,,,,,,,,,,24
13569,6,4,2,1,2,1,1,2,1,1,,1,1,1,30
13570,4,1,3,1,2,1,1,2,1,1,,2,2,3,27
13571,2,1,1,1,2,1,2,2,1,2,1,1,1,1,6
13572,4,2,2,1,2,1,1,2,1,1,,1,1,2,13
13573,2,1,1,2,,,,,,,,,,,18
13574,3,2,1,1,1,1,1,2,1,1,,1,1,2,7
13575,2,2,0,1,2,1,1,2,1,1,,2,1,2,22
13576,5,2,3,1,2,2,2,2,1,2,1,1,1,1,24
13577,1,0,1,2,,,,,,,,,,,8
13578,2,1,1,2,,,,,,,,,,,28
13579,5,2,3,1,2,1,1,1,1,1,,3,1,4,22
13580,3,2,1,2,,,,,,,,,,,26
13581,3,1,2,1,2,1,2,2,1,1,,3,1,1,25
13582,2,1,1,1,2,1,1,2,1,1,,1,1,1,4
13583,2,1,1,2,,,,,,,,,,,6
13584,5,2,3,1,1,2,1,2,1,1,,2,2,3,23
13585,3,1,2,1,1,1,1,1,1,1,,1,2,2,27
13586,4,1,3,1,2,1,2,1,1,1,,1,1,1,9
13587,5,3,2,1,2,1,1,1,1,1,,2,1,1,31
13588,3,1,2,1,1,1,1,2,1,1,,1,1,1,28
13589,4,2,2,1,2,2,1,2,1,1,,2,3,1,32
13590,3,0,3,1,2,2,1,2,1,2,1,1,1,1,24
13591,4,1,3,2,,,,,,,,,,,12
13592,4,3,1,1,1,2,1,2,1,1,,1,1,2,9
13593,5,2,3,1,2,2,1,2,1,1,,2,3,1,27
13594,2,1,1,2,,,,,,,,,,,25
13595,4,2,2,2,,,,,,,,,,,15
13596,4,2,2,1,2,2,1,2,1,1,,1,1,3,20
13597,3,1,2,2,,,,,,,,,,,16
13598,3,2,1,1,2,1,1,1,1,1,,1,1,3,25
13599,1,0,1,2,,,,,,,,,,,23
13600,5,3,2,1,1,2,1,2,1,1,,1,1,2,19
13601,3,2,1,2,,,,,,,,,,,16
13602,4,2,2,1,2,1,2,2,1,2,1,1,1,1,11
13603,6,3,3,1,1,1,1,2,1,1,,1,1,1,21
13604,9,5,4,1,2,2,1,2,1,1,,1,1,1,20
13605,4,2,2,1,1,1,1,2,1,1,,1,1,1,5
13606,1,1,0,2,,,,,,,,,,,14
13607,5,2,3,2,,,,,,,,,,,5
13608,2,1,1,2,,,,,,,,,,,26
13609,2,1,1,2,,,,,,,,,,,15
13610,1,1,0,2,,,,,,,,,,,6
13611,5,1,4,2,,,,,,,,,,,11
13612,4,3,1,1,2,1,2,2,1,1,,1,1,1,12
13613,3,1,2,1,2,1,1,2,1,1,,1,2,2,31
13614,3,2,1,1,2,2,2,2,1,2,1,1,1,1,21
13615,6,2,4,1,2,1,2,2,1,1,,1,1,2,13
13616,6,3,3,1,1,2,1,2,1,1,,1,1,1,20
13617,3,1,2,1,2,2,1,1,1,1,,1,1,1,8
13618,4,1,3,1,1,1,1,2,1,1,,1,3,3,26
13619,2,1,1,1,2,2,2,2,1,2,1,3,3,1,3
13620,4,2,2,1,2,2,2,2,1,1,,1,1,1,21
13621,1,1,0,2,,,,,,,,,,,10
13622,5,2,3,1,2,2,1,2,1,1,,2,1,2,32
13623,3,2,1,1,2,2,1,1,1,1,,1,1,1,8
13624,8,4,4,2,,,,,,,,,,,16
13625,2,1,1,2,,,,,,,,,,,16
13626,1,0,1,2,,,,,,,,,,,22
13627,3,1,2,1,2,1,1,2,1,1,,1,1,1,23
13628,4,2,2,1,2,2,1,2,1,1,,1,2,1,3
13629,2,1,1,2,,,,,,,,,,,8
13630,4,3,1,1,1,1,1,1,1,1,,1,1,2,22
13631,2,0,2,1,2,2,1,2,2,2,2,2,2,3,23
13632,5,4,1,1,2,2,2,2,1,2,1,1,1,1,32
13633,1,1,0,2,,,,,,,,,,,12
13634,4,2,2,1,2,2,1,2,1,2,2,3,1,3,5
13635,2,1,1,2,,,,,,,,,,,20
13636,6,4,2,1,2,2,1,2,1,1,,1,1,1,19
13637,4,2,2,1,2,2,1,2,1,1,,4,1,2,27
13638,3,1,2,2,,,,,,,,,,,4
13639,1,1,0,1,2,1,1,1,1,1,,2,2,2,9
13640,2,1,1,2,,,,,,,,,,,29
13641,3,1,2,2,,,,,,,,,,,9
13642,2,1,1,2,,,,,,,,,,,15
13643,3,2,1,1,2,2,1,2,1,1,,1,2,2,1
13644,2,1,1,2,,,,,,,,,,,3
13645,7,3,4,1,2,1,1,2,1,1,,1,2,4,6
13646,2,1,1,2,,,,,,,,,,,7
13647,3,2,1,1,2,1,1,2,1,1,,2,2,2,31
13648,4,3,1,1,2,1,1,2,1,1,,1,1,1,31
13649,2,1,1,2,,,,,,,,,,,3
13650,5,2,3,1,1,1,1,1,1,1,,1,1,1,9
13651,4,3,1,1,2,2,2,2,1,1,,1,1,1,25
13652,4,3,1,1,2,1,1,1,1,1,,1,1,1,11
13653,3,1,2,1,2,1,1,1,1,1,,1,1,1,3
13654,1,1,0,2,,,,,,,,,,,11
13655,2,0,2,2,,,,,,,,,,,32
13656,2,1,1,2,,,,,,,,,,,5
13657,2,1,1,2,,,,,,,,,,,1
13658,4,0,4,1,2,2,1,2,1,2,4,1,1,1,32
13659,1,1,0,1,1,1,1,2,1,1,,2,2,3,6
13660,4,2,2,1,2,2,1,2,1,1,,1,1,2,26
13661,1,0,1,2,,,,,,,,,,,14
13662,5,5,0,1,2,2,2,2,1,2,1,1,1,2,15
13663,5,2,3,1,2,2,2,2,1,2,1,1,1,1,5
13664,1,0,1,2,,,,,,,,,,,26
13665,4,2,2,2,,,,,,,,,,,22
13666,5,3,2,1,2,1,1,2,1,1,,1,1,2,25
13667,7,5,2,1,2,2,1,2,1,1,,1,1,1,31
13668,3,2,1,2,,,,,,,,,,,30
13669,1,1,0,1,2,2,1,2,1,2,2,1,2,3,18
13670,5,2,3,1,2,1,1,2,1,1,,2,1,2,19
13671,9,3,6,1,2,1,1,1,1,1,,1,1,2,27
13672,3,2,1,2,,,,,,,,,,,25
13673,8,4,4,1,2,2,2,2,1,2,1,1,1,1,29
13674,2,1,1,2,,,,,,,,,,,30
13675,6,2,4,1,1,1,2,2,1,1,,2,3,2,29
13676,3,1,2,1,2,2,2,1,2,2,1,2,2,2,11
13677,4,1,3,1,2,2,1,2,2,1,,1,1,1,14
13678,6,3,3,1,1,2,1,1,2,1,,1,1,1,31
13679,4,2,2,2,,,,,,,,,,,15
13680,3,2,1,1,2,1,1,1,1,1,,1,1,3,26
13681,1,0,1,2,,,,,,,,,,,24
13682,6,4,2,1,2,2,1,2,1,1,,1,1,1,12
13683,2,1,1,2,,,,,,,,,,,18
13684,1,1,0,1,1,2,2,2,1,1,,1,1,2,8
13685,4,1,3,1,2,1,1,2,1,1,,1,1,1,19
13686,4,1,3,1,2,2,2,2,1,1,,1,1,1,20
13687,1,0,1,1,2,1,1,2,1,1,,1,1,1,26
13688,1,0,1,1,2,1,2,2,1,2,2,3,3,3,16
13689,3,1,2,2,,,,,,,,,,,20
13690,7,4,3,1,2,1,1,2,1,1,,3,3,3,31
13691,2,1,1,2,,,,,,,,,,,32
13692,4,2,2,1,2,1,1,1,2,1,,1,1,1,16
13693,4,2,2,2,,,,,,,,,,,26
13694,3,1,2,1,1,1,1,2,1,1,,2,2,2,10
13695,6,2,4,1,2,2,1,2,1,2,1,2,1,1,32
13696,2,1,1,2,,,,,,,,,,,3
13697,4,2,2,1,1,1,1,1,1,1,,2,2,2,10
13698,5,1,4,1,2,2,1,2,1,1,,1,2,1,14
13699,4,2,2,2,,,,,,,,,,,20
13700,2,1,1,2,,,,,,,,,,,18
13701,4,2,2,1,2,2,2,1,1,1,,1,1,1,28
13702,2,1,1,2,,,,,,,,,,,23
13703,4,3,1,1,2,2,2,2,1,2,1,1,1,3,4
13704,3,0,3,1,2,2,1,2,1,1,,1,1,1,1
13705,3,1,2,1,2,2,2,2,1,2,1,2,2,2,21
13706,2,1,1,2,,,,,,,,,,,28
13707,4,2,2,1,2,2,2,2,1,1,,3,3,2,10
13708,4,2,2,1,2,2,1,2,1,2,1,1,1,1,29
13709,4,2,2,1,2,1,1,2,1,1,,1,2,3,15
13710,2,1,1,2,,,,,,,,,,,10
13711,4,2,2,1,2,1,2,2,1,1,,2,2,2,27
13712,3,1,2,2,,,,,,,,,,,17
13713,3,2,1,1,2,2,1,2,1,2,1,2,2,2,29
13714,5,3,2,1,2,2,2,2,1,2,1,1,1,1,11
13715,2,1,1,2,,,,,,,,,,,16
13716,4,1,3,1,1,1,1,1,1,1,,2,2,2,26
13717,2,1,1,2,,,,,,,,,,,32
13718,2,0,2,2,,,,,,,,,,,10
13719,2,1,1,2,,,,,,,,,,,5
13720,3,1,2,2,,,,,,,,,,,20
13721,1,1,0,1,2,2,1,2,1,1,,4,4,4,31
13722,4,0,4,1,2,1,1,1,1,1,,1,1,1,9
13723,6,2,4,1,2,2,2,2,1,2,1,1,1,1,25
13724,5,2,3,1,1,1,1,2,1,2,2,4,2,2,21
13725,2,1,1,2,,,,,,,,,,,31
13726,6,2,4,1,1,1,1,2,1,1,,1,1,1,7
13727,3,1,2,1,2,2,1,1,1,2,2,1,1,1,21
13728,4,3,1,1,1,2,1,2,1,1,,1,2,2,22
13729,4,0,4,1,1,2,1,2,1,1,,1,1,1,25
13730,1,0,1,2,,,,,,,,,,,10
13731,1,1,0,2,,,,,,,,,,,10
13732,4,4,0,1,2,2,1,2,1,2,1,1,2,1,10
13733,6,2,4,1,2,2,1,2,2,2,1,1,1,1,10
13734,4,1,3,1,2,1,1,1,1,1,,1,1,2,26
13735,5,3,2,1,2,1,1,2,1,1,,2,3,3,3
13736,2,1,1,2,,,,,,,,,,,29
13737,6,3,3,1,1,1,1,1,1,1,,4,4,3,29
13738,8,3,5,1,2,1,2,2,2,1,,1,2,1,23
13739,3,1,2,1,2,2,1,1,1,1,,1,1,2,11
13740,7,4,3,1,2,2,1,2,1,2,1,1,1,1,32
13741,2,1,1,2,,,,,,,,,,,12
13742,4,1,3,1,1,2,1,2,1,1,,1,1,2,13
13743,4,1,3,1,2,1,1,2,1,1,,1,1,4,23
13744,5,3,2,1,2,2,2,2,1,2,1,1,2,1,13
13745,5,3,2,1,1,1,1,1,1,1,,1,1,1,24
13746,2,1,1,2,,,,,,,,,,,17
13747,4,1,3,1,2,2,1,2,1,2,1,2,1,1,11
13748,4,2,2,1,2,2,1,2,1,2,1,1,1,1,12
13749,3,2,1,2,,,,,,,,,,,4
13750,3,1,2,2,,,,,,,,,,,30
13751,4,3,1,1,2,2,1,2,1,2,1,1,1,2,32
13752,1,0,1,2,,,,,,,,,,,20
13753,2,1,1,2,,,,,,,,,,,12
13754,2,1,1,2,,,,,,,,,,,13
13755,6,5,1,1,2,2,1,2,1,2,7,3,1,1,21
13756,4,2,2,1,2,1,1,2,1,1,,1,1,1,2
13757,4,2,2,1,1,1,1,2,1,1,,1,1,1,16
13758,3,1,2,1,2,2,1,2,1,1,,1,1,1,27
