FOLIO,N_REN,SEXO,EDAD,P3_1,PA3_1,PA3_2,PA3_3_NIVEL,PA3_4,PA3_5,PA3_6,PA3_7_1,PA3_7_2,PA3_7_3,PA3_8_1,PA3_8_2,PA3_8_3,PA3_8_4,PA3_8_5,PA3_8_6,PA3_8_7,PA3_8_8,PB3_1,PB3_2,PB3_3,FILTRO_A,PB3_4,PB3_5_NIVEL,PB3_6,PB3_7,PB3_8,PB3_9_1,PB3_9_2,PB3_9_3,PB3_10_1,PB3_10_2,PB3_10_3,PB3_10_4,PB3_10_5,PB3_11_1,PB3_11_2,PB3_11_3,PB3_11_4,PB3_11_5,PB3_12_1,PB3_12_2,PB3_12_3,PB3_12_4,PB3_12_5,PB3_12_6,PB3_12_7,PB3_12_8,FILTRO_B,PB3_13_1,PB3_13_2,PB3_13_3,PB3_13_4,PB3_13_5,PB3_13_6,PB3_13_7,PB3_14,PB3_15,PB3_16_1,PB3_16_2,PB3_16_3,PB3_16_4,PB3_16_5,ENT,NIVEL_A,GRADO_A,NIVEL_B,GRADO_B,FACTOR
8788,3,2,22,10,2,,,,,,,,,,,,,,,,,1,,2,2,,8,1,24,,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,17,,,8,1,1020
8789,3,2,25,2,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,1222
8789,1,2,17,2,1,1,6,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,5,2,4,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,10,6,2,5,3,1222
8789,2,1,23,2,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,1222
8790,3,1,26,3,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1463
8790,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1463
8790,2,1,3,1,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1463
8791,2,1,16,7,1,1,6,1,,3,2,2,2,1,1,2,1,1,1,2,2,1,,1,2,,5,3,,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,28,6,1,5,2,775
8791,1,2,16,7,1,1,6,1,,3,2,2,2,1,1,2,1,1,1,2,2,1,,1,2,,5,3,,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,28,6,1,5,2,775
8795,1,1,4,2,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,3828
8795,3,1,12,2,1,2,3,1,,3,1,,,1,2,2,2,1,2,2,2,1,,2,2,,3,2,16,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,10,8,2,2,2,2,1,11,3,6,3,1,3828
8795,2,2,9,2,1,2,3,1,,3,1,,,1,2,2,2,1,2,2,2,1,,2,2,,2,2,12,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,10,8,2,2,2,2,1,11,3,3,2,4,3828
8797,1,1,17,1,1,1,6,1,,3,2,2,2,1,1,1,1,1,2,2,2,1,,1,2,,5,2,4,1,1,9,9,1,1,1,1,9,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,12,7,1,2,2,2,2,6,6,1,5,2,121
8798,1,1,21,1,1,1,9,1,,3,2,2,2,1,1,2,2,2,1,2,2,1,,1,2,,8,3,,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,1,2,2,2,2,32,9,4,8,5,257
8799,4,2,22,1,2,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,1502
8799,1,1,8,1,1,1,3,1,,3,2,,,1,2,1,2,1,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,10,6,2,2,1,2,2,22,3,2,2,3,1502
8799,3,2,21,1,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,1502
8799,2,1,15,1,1,1,4,1,,2,2,1,2,1,2,1,2,1,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4,3,,,1502
8801,1,2,28,1,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,318
8802,1,1,3,1,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,816
8803,1,2,28,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,3288
8804,2,2,11,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,2,1,2,2,2,28,3,5,2,6,2238
8804,3,2,13,1,1,1,4,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,3,3,,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,28,4,1,3,2,2238
8804,1,2,9,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,7,1,1,2,2,2,28,3,3,2,4,2238
8805,1,2,7,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,2,8,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,10,7,2,2,1,2,2,8,3,1,2,2,1365
8806,3,2,18,10,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,476
8806,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,476
8806,2,2,15,7,1,1,4,1,,3,2,2,2,2,2,1,1,1,1,2,2,1,,1,2,,5,2,10,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,1,2,2,18,4,3,5,1,476
8806,4,2,21,7,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,476
8807,3,1,14,7,1,1,4,1,,3,2,2,2,1,1,1,2,1,2,2,2,1,,1,2,,3,2,10,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,7,1,2,2,2,2,5,4,2,3,3,1877
8807,1,2,9,7,1,1,3,1,,3,2,,,1,1,1,1,1,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,6,7,1,2,2,2,2,5,3,4,2,5,1877
8807,2,2,10,7,1,1,3,1,,3,2,,,1,1,1,1,1,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,4,1,2,2,2,2,5,3,5,2,6,1877
8812,3,1,19,1,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,1676
8812,2,1,12,1,1,1,4,1,,3,2,2,2,1,2,1,2,2,2,2,2,1,,1,2,,3,2,10,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,10,7,2,2,2,2,1,26,4,1,3,2,1676
8812,1,2,11,1,1,1,3,1,,3,2,,,1,2,1,2,2,2,2,2,1,,1,2,,2,1,20,,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,10,7,2,2,2,2,1,26,3,5,2,6,1676
8813,2,1,20,1,1,2,9,1,,3,2,2,2,1,2,1,2,1,2,2,2,1,,2,2,,8,3,,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,1,1,2,26,9,2,8,2,740
8813,1,1,8,1,1,2,3,1,,3,2,,,2,1,1,2,1,2,2,2,1,,2,2,,2,2,12,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,8,2,2,2,2,1,26,3,2,2,3,740
8815,2,2,21,10,1,1,9,1,,3,2,2,2,1,1,1,1,1,2,2,2,1,,1,2,,8,3,,1,1,1,9,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,,,,,,,,,,1,2,2,2,2,30,9,3,8,3,1478
8815,1,2,18,7,1,1,6,1,,3,2,2,2,1,1,1,1,1,2,2,2,1,,1,2,,8,3,,1,1,1,9,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,,,,,,,,,,1,2,2,2,2,30,6,3,8,1,1478
8816,3,1,27,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,453
8816,2,2,23,1,2,,,,,,,,,,,,,,,,,1,,2,2,,10,3,,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,3,,,10,1,453
8816,1,1,21,1,1,1,9,1,,3,2,2,2,1,2,2,2,2,2,2,2,1,,1,2,,8,3,,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,,,,,,,,,,1,2,2,2,2,3,9,3,8,4,453
8817,2,1,10,1,1,1,3,1,,3,2,,,1,2,1,2,2,2,2,2,1,,1,2,,2,1,16,,1,2,1,1,1,1,2,9,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,9,2,2,2,2,1,8,3,4,2,5,2994
8817,3,2,15,1,2,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,2994
8817,4,1,17,8,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,2994
8817,1,1,7,1,1,1,3,1,,3,2,,,1,2,1,2,2,2,2,2,1,,1,2,,2,1,16,,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,9,2,2,2,2,1,8,3,1,2,2,2994
8818,1,2,6,4,1,1,2,1,,4,,,,2,2,2,2,1,2,2,2,1,,1,2,,2,2,16,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,3,7,2,2,2,2,1,1,2,3,2,1,313
8819,1,1,17,1,1,1,6,2,4,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6,1,,,328
8821,1,2,5,6,1,1,2,1,,4,,,,2,2,1,2,2,2,2,2,1,,1,2,,1,1,8,,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,10,7,2,2,1,2,2,26,2,2,1,3,1749
8821,2,1,6,6,1,1,2,1,,4,,,,2,2,1,2,1,2,2,2,1,,1,2,,2,2,8,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,10,7,1,2,1,2,2,26,2,3,2,1,1749
8821,5,2,25,1,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,1749
8821,4,1,17,1,1,1,7,1,,3,2,2,2,2,1,2,1,1,2,2,2,1,,1,2,,6,2,4,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,2,2,2,2,1,26,7,2,6,3,1749
8821,3,1,7,1,1,1,3,1,,3,2,,,2,2,1,2,1,2,2,2,1,,1,2,,2,1,16,,2,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,10,7,1,2,1,2,2,26,3,1,2,2,1749
8822,1,2,10,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,15,,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,3,7,2,2,2,2,1,10,3,4,2,5,775
8822,2,1,21,1,1,1,9,1,,3,2,2,2,1,1,2,1,2,2,2,2,1,,1,2,,8,1,20,,1,1,9,9,9,9,9,9,1,1,2,1,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,10,9,2,8,3,775
8822,3,2,23,1,1,1,9,1,,3,2,2,2,2,2,2,2,2,2,2,1,1,,1,2,,8,1,20,,1,1,9,1,1,1,1,9,1,1,2,1,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,10,9,4,8,5,775
8823,2,2,20,8,1,1,9,1,,3,2,2,2,1,1,1,2,2,1,2,2,1,,1,2,,8,3,,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,2,12,9,2,8,1,743
8823,1,1,19,6,1,1,4,1,,3,2,2,2,1,2,2,2,2,2,2,2,1,,1,2,,3,3,,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,2,1,1,2,2,12,4,2,3,3,743
8823,3,1,22,4,1,1,9,1,,3,2,2,2,1,1,1,1,1,1,2,2,1,,1,2,,8,3,,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,1,1,1,2,2,12,9,4,8,1,743
8826,1,1,20,7,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,402
8827,2,2,24,5,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,8048
8827,1,2,23,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,8048
8829,1,2,15,1,1,1,4,1,,3,2,2,2,1,2,2,2,1,2,2,2,1,,1,2,,5,3,,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,3,4,3,5,1,217
8829,2,2,24,1,1,1,9,1,,3,2,2,2,1,1,2,2,1,1,2,2,1,,1,2,,8,3,,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,1,2,2,3,9,4,8,5,217
8832,3,2,23,1,1,2,9,1,,3,2,2,2,2,1,2,2,2,2,2,2,1,,2,2,,8,1,20,,9,9,9,1,9,9,9,9,2,2,1,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,2,31,9,3,8,4,442
8832,1,1,18,1,1,1,6,1,,3,2,2,2,2,1,2,2,2,2,2,2,1,,2,1,3,8,3,,1,9,9,9,1,9,1,9,9,2,2,1,2,2,1,1,2,2,1,1,2,2,2,,,,,,,,,,2,2,1,2,2,31,6,3,8,1,442
8832,2,1,22,1,1,2,9,1,,3,2,2,2,2,1,2,2,2,2,2,2,1,,2,2,,8,1,20,,9,9,9,1,9,9,9,9,2,2,1,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,1,2,2,2,2,31,9,3,8,4,442
8833,1,1,25,10,1,2,9,1,,3,2,2,2,1,1,1,2,1,2,2,2,1,,2,2,,8,1,20,,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,1,2,2,2,2,4,9,2,8,3,211
8835,1,2,4,2,1,1,2,1,,4,,,,1,2,1,2,2,2,2,2,1,,1,2,,1,2,8,1,2,2,2,1,1,1,1,9,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,15,7,2,2,2,2,1,1,2,2,1,3,610
8835,3,2,12,2,1,1,3,1,,3,2,,,1,2,1,2,1,2,2,2,1,,1,2,,3,1,12,,2,2,1,1,1,1,1,9,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,3,7,2,2,2,2,1,1,3,6,3,1,610
8835,2,1,6,2,1,1,2,1,,4,,,,2,2,1,2,1,2,2,2,1,,1,2,,2,1,12,,1,2,2,1,1,1,1,9,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,20,7,2,2,1,2,2,1,2,3,2,1,610
8836,2,1,4,1,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,1,2,10,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,8,2,2,2,2,1,29,2,1,1,2,368
8836,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,368
8836,3,1,9,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,20,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,8,2,2,2,2,1,29,3,2,2,3,368
8837,1,1,23,7,1,1,9,1,,3,2,2,2,1,2,1,2,1,2,2,2,1,,1,2,,8,3,,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,30,9,2,8,2,5707
8837,2,1,25,10,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,5707
8839,2,2,24,1,1,2,9,1,,3,2,2,2,1,1,1,1,1,2,2,2,1,,2,2,,10,2,4,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,11,9,5,10,1,1900
8839,1,1,18,1,1,2,6,1,,3,1,2,2,1,1,1,1,1,2,2,2,1,,2,2,,8,2,12,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,11,6,3,8,1,1900
8840,1,2,11,6,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,10,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,9,2,2,2,2,1,6,3,5,2,6,274
8841,2,2,18,6,1,1,6,1,,3,2,2,2,1,2,1,2,1,2,2,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,3,,,1029
8841,1,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1029
8846,1,1,8,4,1,1,3,1,,3,2,,,1,1,2,2,1,2,2,2,1,,1,2,,2,3,,1,1,9,9,1,9,9,9,9,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,9,2,2,2,2,1,19,3,2,2,3,1909
8846,2,2,18,4,1,1,6,1,,3,2,2,2,1,1,1,2,1,2,2,2,1,,1,2,,5,3,,1,2,2,9,1,9,9,9,9,2,1,1,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,19,6,1,5,2,1909
8847,1,1,10,1,1,2,3,1,,3,1,,,1,1,2,2,2,2,2,2,1,,2,2,,2,2,10,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,8,1,2,2,2,2,6,3,4,2,5,221
8847,2,1,15,1,1,2,4,1,,3,1,2,2,1,1,2,2,2,2,2,2,1,,1,1,8,5,2,10,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,8,1,2,2,2,2,6,4,3,5,1,221
8848,2,1,24,10,1,2,11,2,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,1,,,662
8848,1,2,19,7,2,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,662
8849,1,2,7,1,1,1,3,1,,3,1,,,1,1,2,2,2,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,10,8,1,2,2,2,2,31,3,1,2,2,734
8850,1,2,5,1,1,2,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,2,2,,1,3,,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,1,2,2,2,2,14,2,2,1,3,6813
8850,3,2,11,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,7,2,2,2,2,1,14,3,5,2,6,6813
8850,2,2,8,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,1,2,2,2,2,14,3,2,2,3,6813
8851,1,2,8,2,1,1,3,1,,3,2,,,2,1,2,1,1,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,1,9,9,9,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,6,5,2,2,1,2,2,24,3,2,2,3,1016
8851,2,2,15,2,1,1,4,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,6,2,8,1,1,2,2,9,9,9,9,9,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,4,6,2,2,2,2,1,24,4,3,6,1,1016
8852,1,1,24,7,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,1901
8855,1,1,22,10,1,2,9,1,,3,2,2,2,1,1,2,1,1,1,2,2,1,,2,2,,8,2,10,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,11,9,3,8,3,1007
8857,1,2,5,2,1,1,2,1,,4,,,,1,1,2,2,1,2,2,2,1,,1,2,,2,2,12,1,2,9,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,10,7,2,2,2,2,1,24,2,3,2,1,681
8861,1,2,21,1,2,,,,,,,,,,,,,,,,,1,,1,2,,5,2,5,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,15,,,5,1,6039
8862,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,457
8862,2,2,9,2,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,20,,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,10,7,2,2,2,2,1,32,3,3,2,4,457
8863,1,1,23,4,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,884
8864,1,1,9,7,1,1,3,1,,3,2,,,2,2,1,2,2,2,2,2,1,,1,2,,2,2,8,1,9,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,4,2,2,2,2,1,12,3,3,2,4,1036
8864,3,1,25,7,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,1036
8864,2,1,24,10,1,2,6,1,,3,2,2,2,1,2,1,2,2,2,2,2,1,,2,2,,5,3,,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,12,6,1,5,2,1036
8865,1,1,26,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,269
8867,2,1,13,2,1,1,4,1,,3,2,2,2,2,1,1,1,2,1,2,2,1,,1,2,,3,1,10,,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,7,2,2,2,2,1,18,4,2,3,3,409
8867,1,1,5,2,1,1,2,1,,4,,,,2,2,1,2,1,1,2,2,1,,1,2,,1,1,8,,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,3,7,2,2,2,2,1,18,2,2,1,3,409
8871,1,2,22,8,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,1708
8871,2,1,23,10,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,1708
8872,2,1,21,2,1,1,8,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,3,,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,7,8,3,8,4,791
8872,1,2,18,2,1,1,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,3,,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,7,9,1,8,2,791
8873,3,1,20,2,1,2,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,2,2,,8,3,,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,7,9,2,8,3,1181
