FOLIO,N_REN,SEXO,EDAD,P3_1,PA3_1,PA3_2,PA3_3_NIVEL,PA3_4,PA3_5,PA3_6,PA3_7_1,PA3_7_2,PA3_7_3,PA3_8_1,PA3_8_2,PA3_8_3,PA3_8_4,PA3_8_5,PA3_8_6,PA3_8_7,PA3_8_8,PB3_1,PB3_2,PB3_3,FILTRO_A,PB3_4,PB3_5_NIVEL,PB3_6,PB3_7,PB3_8,PB3_9_1,PB3_9_2,PB3_9_3,PB3_10_1,PB3_10_2,PB3_10_3,PB3_10_4,PB3_10_5,PB3_11_1,PB3_11_2,PB3_11_3,PB3_11_4,PB3_11_5,PB3_12_1,PB3_12_2,PB3_12_3,PB3_12_4,PB3_12_5,PB3_12_6,PB3_12_7,PB3_12_8,FILTRO_B,PB3_13_1,PB3_13_2,PB3_13_3,PB3_13_4,PB3_13_5,PB3_13_6,PB3_13_7,PB3_14,PB3_15,PB3_16_1,PB3_16_2,PB3_16_3,PB3_16_4,PB3_16_5,ENT,NIVEL_A,GRADO_A,NIVEL_B,GRADO_B,FACTOR
19484,1,1,14,1,1,1,4,1,,3,2,2,2,2,1,2,2,1,2,2,2,1,,1,2,,3,1,10,,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,14,4,2,3,3,2476
19485,1,1,18,2,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,319
19487,1,2,13,2,1,1,4,1,,3,2,2,2,1,1,1,1,1,1,2,2,1,,1,2,,3,2,8,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,20,7,2,2,2,2,1,9,4,1,3,2,3468
19487,2,2,17,2,1,1,6,1,,3,2,2,2,1,2,1,2,1,1,2,2,1,,1,2,,5,1,20,,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,9,6,2,5,3,3468
19488,2,1,8,4,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,1,20,,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,30,3,3,2,4,2507
19488,1,1,6,4,1,1,2,1,,4,,,,2,2,2,2,2,2,2,1,1,,1,2,,2,1,20,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,7,2,2,2,2,1,30,2,3,2,1,2507
19490,1,2,13,2,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,3,2,10,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,16,3,6,3,1,1043
19490,2,1,16,2,1,1,4,1,,3,2,2,2,1,2,2,2,2,2,2,2,1,,1,2,,5,2,10,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,16,4,3,5,1,1043
19491,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,411
19491,2,2,15,4,1,1,6,1,,3,2,2,2,1,2,1,2,1,2,2,2,1,,1,2,,5,3,,1,1,1,1,1,9,9,9,9,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,7,1,2,1,2,2,27,6,1,5,1,411
19491,3,2,25,3,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,411
19495,2,2,4,2,2,,,,,,,,,,,,,,,,,1,,1,2,,1,1,8,,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,5,8,2,2,2,2,1,4,,,1,1,477
19495,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,477
19497,1,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,588
19497,4,1,18,8,1,2,7,1,,3,2,2,2,1,1,1,1,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,7,3,,,588
19497,2,2,13,8,1,1,4,1,,3,2,9,2,1,1,1,2,1,2,2,2,1,,1,2,,3,3,,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,10,7,1,1,1,2,2,17,4,1,3,2,588
19497,5,1,22,8,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,588
19497,3,2,14,8,1,1,4,1,,3,2,2,2,1,2,2,2,1,2,2,2,1,,1,2,,3,3,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,17,4,2,3,3,588
19499,1,2,25,3,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,421
19499,2,1,28,10,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,421
19500,4,1,15,1,1,1,4,1,,3,1,2,2,1,2,1,2,2,2,2,2,1,,1,2,,6,3,,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,18,4,3,6,1,953
19500,3,1,13,1,1,1,4,1,,3,1,2,2,1,2,1,2,1,2,2,2,1,,1,2,,3,2,15,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,18,4,1,3,2,953
19500,1,1,3,1,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,953
19500,2,2,11,1,1,1,3,1,,3,1,,,1,2,1,2,1,2,2,2,1,,1,2,,2,2,12,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,18,3,5,2,6,953
19503,1,1,3,1,2,,,,,,,,,,,,,,,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4352
19503,4,2,29,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4352
19503,2,1,18,1,1,1,6,1,,3,2,2,2,1,2,2,2,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,,,4352
19503,3,1,25,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4352
19504,1,2,8,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,2,,,988
19505,1,2,8,1,1,1,3,1,,3,2,,,1,1,1,1,1,1,2,2,1,,1,2,,2,2,12,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,15,7,2,2,2,2,1,21,3,1,2,2,3169
19506,2,2,18,10,1,1,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,3,,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,,,,,,,,,,1,2,1,2,2,8,9,1,8,2,888
19506,1,2,18,7,2,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,888
19507,1,1,15,1,1,1,4,1,,3,2,2,2,2,1,1,2,2,2,2,2,1,,1,2,,3,3,,1,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,5,7,2,2,2,2,1,8,4,2,3,3,1092
19508,1,2,6,4,1,2,2,1,,4,,,,2,2,2,2,1,2,2,2,1,,1,1,6,2,3,,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,8,1,2,1,2,2,23,2,3,2,1,989
19508,2,1,7,4,1,2,3,1,,3,2,,,1,1,2,2,1,2,2,2,1,,1,1,6,2,3,,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,8,1,1,1,1,2,23,3,1,2,2,989
19508,3,2,24,7,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,989
19511,2,2,12,6,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,3,3,,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,6,7,1,2,1,2,2,20,3,6,3,1,851
19511,1,1,5,6,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,1,3,,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,5,7,1,2,1,2,2,20,2,2,1,3,851
19512,2,1,25,10,2,,,,,,,,,,,,,,,,,1,,1,2,,10,2,4,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,2,1,2,2,2,31,,,10,1,1292
19512,1,2,25,9,2,,,,,,,,,,,,,,,,,1,,1,2,,10,2,4,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,1,1,1,2,2,31,,,10,1,1292
19513,1,2,13,2,1,1,4,1,,3,2,2,2,1,1,1,1,1,2,2,2,1,,1,2,,3,3,,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,7,2,2,2,2,1,13,4,1,3,2,982
19514,1,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,531
19514,2,1,4,8,2,,,,,,,,,,,,,,,,,1,,1,2,,1,1,12,,2,2,2,9,1,9,9,9,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,4,8,2,2,2,2,1,32,,,1,1,531
19514,3,2,19,6,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,531
19514,4,2,24,6,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,531
19515,1,2,5,1,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,1,3,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,5,7,2,2,2,2,1,20,2,1,1,2,852
19516,2,1,10,2,1,1,3,1,,3,2,,,2,2,2,1,1,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,10,7,2,2,2,2,1,20,3,4,2,5,1214
19516,1,2,8,2,1,1,3,1,,3,2,,,2,2,2,1,1,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,10,7,2,2,2,2,1,20,3,3,2,4,1214
19520,1,2,20,7,1,1,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,3,,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,2,8,9,3,8,4,1177
19520,3,1,28,7,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,1177
19520,2,2,22,10,1,1,9,1,,3,1,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,3,,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,1,2,2,8,9,4,8,5,1177
19522,1,2,9,7,1,1,3,1,,3,2,,,1,2,2,2,1,2,2,2,1,,1,2,,2,2,8,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,4,7,2,2,2,2,1,6,3,3,2,4,216
19522,2,1,18,10,1,1,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,2,8,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,2,6,9,1,8,2,216
19524,1,2,7,2,1,1,3,1,,3,1,,,1,2,2,2,1,2,2,2,1,,1,2,,2,1,10,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,5,7,2,2,2,2,1,16,3,2,2,3,1214
19525,2,1,26,8,2,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,2310
19525,1,1,8,1,2,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,2310
19526,1,2,6,6,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,2,2,8,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,10,9,2,2,2,2,1,17,2,3,2,1,398
19530,4,2,17,6,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3283
19530,3,1,16,6,1,1,7,1,,3,2,2,2,1,1,2,2,1,2,2,2,1,,1,2,,5,3,,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,10,7,1,2,1,2,2,2,7,1,5,2,3283
19530,2,2,16,6,1,1,6,1,,3,2,2,2,1,1,1,1,1,1,2,2,1,,1,2,,5,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,10,7,1,2,1,2,2,2,6,1,5,2,3283
19530,1,1,12,6,1,1,3,1,,3,2,,,1,2,2,2,1,2,2,2,1,,1,2,,3,3,,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,5,7,1,2,1,2,2,2,3,6,3,1,3283
19532,2,2,3,1,2,,,,,,,,,,,,,,,,,1,,1,2,,1,3,,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,8,2,2,2,2,1,22,,,1,1,1985
19532,1,2,3,4,2,,,,,,,,,,,,,,,,,1,,1,2,,1,3,,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,10,8,2,2,2,2,1,22,,,1,1,1985
19532,3,2,7,4,1,1,3,1,,3,2,,,1,2,1,2,1,2,2,2,1,,1,2,,2,2,8,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,15,7,2,2,2,2,1,22,3,1,2,2,1985
19532,4,1,26,7,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,1985
19533,3,1,23,3,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1348
19533,1,2,5,1,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,1,3,,1,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,27,2,2,1,3,1348
19533,2,2,23,10,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1348
19534,1,1,26,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,1901
19538,2,2,7,1,1,1,3,1,,3,2,,,2,2,2,2,1,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,3,7,1,2,2,2,2,28,3,1,2,2,1846
19538,1,2,6,1,1,2,2,1,,4,,,,2,2,2,2,1,2,2,2,1,,2,2,,2,3,,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,3,7,1,2,2,2,2,28,2,3,2,1,1846
19538,3,2,16,1,1,1,6,1,,3,2,2,2,2,2,2,2,1,2,2,2,1,,1,2,,5,3,,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,2,2,1,2,2,28,6,1,5,2,1846
19540,1,2,7,2,1,1,3,2,7,,,,,,,,,,,,,1,,1,2,,2,1,10,,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,6,7,1,2,1,2,2,17,3,2,2,2,747
19540,2,1,14,2,1,1,4,2,7,,,,,,,,,,,,,1,,1,2,,3,1,20,,2,9,9,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,1,2,1,2,2,17,4,1,3,1,747
19541,2,1,11,6,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,12,,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,10,7,2,2,2,2,1,29,3,5,2,6,333
19541,1,2,3,6,2,,,,,,,,,,,,,,,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,333
19541,3,2,14,6,1,1,4,1,,3,9,9,9,1,2,2,2,2,2,2,2,1,,1,2,,3,2,8,1,9,9,9,1,1,1,1,9,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,5,7,2,2,2,2,1,29,4,1,3,2,333
19542,3,2,25,3,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1260
19542,4,1,27,10,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1260
19542,2,2,7,2,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,16,,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,2,2,2,2,1,27,3,1,2,2,1260
19542,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1260
19543,2,2,11,1,1,1,3,1,,3,2,,,1,1,2,2,1,2,2,2,1,,1,2,,2,2,8,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,6,7,2,2,2,2,1,21,3,5,2,6,3022
19543,1,2,9,1,1,1,3,1,,3,2,,,1,1,2,2,1,2,2,2,1,,1,2,,2,2,8,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,7,7,2,2,2,2,1,21,3,3,2,4,3022
19543,3,1,19,1,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,3022
19544,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,962
19544,2,1,10,2,1,1,3,1,,3,2,,,1,2,1,2,1,2,2,2,1,,1,2,,2,2,8,1,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,7,2,2,2,2,1,27,3,4,2,5,962
19545,2,1,23,10,1,1,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,3,,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,4,9,3,8,3,201
19545,1,1,22,7,1,1,9,1,,3,2,2,2,2,2,2,2,2,2,1,2,1,,1,2,,8,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,2,2,1,2,2,4,9,3,8,3,201
19545,3,2,24,7,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,201
19547,1,2,7,1,1,1,3,1,,3,2,,,1,2,2,2,1,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,2,3,2,2,3,2349
19547,2,2,14,1,1,1,4,1,,3,2,2,2,1,2,1,2,1,2,2,2,1,,1,2,,3,3,,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,7,1,1,1,2,2,2,4,2,3,3,2349
19547,3,1,29,3,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2349
19548,2,2,9,1,1,1,3,1,,3,2,,,1,1,2,1,2,2,2,2,1,,1,2,,2,2,6,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,15,5,2,2,1,2,2,19,3,3,2,4,4326
19548,3,2,26,10,2,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,4326
19548,1,1,6,1,1,1,2,1,,4,,,,1,1,2,2,2,2,2,2,1,,1,2,,2,2,6,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,15,5,1,2,1,2,2,19,2,3,2,1,4326
19548,4,1,29,3,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,4326
19549,1,1,9,2,1,1,3,1,,3,2,,,1,2,1,2,2,2,2,2,1,,1,2,,2,2,10,1,2,2,2,1,1,1,9,9,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,3,7,2,2,2,2,1,1,3,3,2,4,515
19549,3,2,12,2,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,3,2,10,1,9,9,9,1,1,1,9,9,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,1,3,6,3,1,515
19549,2,1,11,2,1,1,3,1,,3,2,,,1,1,1,2,2,2,2,2,1,,1,2,,2,2,10,1,2,2,2,1,1,1,9,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,3,7,2,2,2,2,1,1,3,4,2,5,515
19550,1,1,4,1,2,,,,,,,,,,,,,,,,,1,,1,2,,1,2,8,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,11,,,1,2,4815
19550,2,1,11,1,1,1,3,1,,3,1,,,1,1,2,2,2,2,2,2,1,,1,2,,2,2,12,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,10,6,2,2,2,2,1,11,3,5,2,6,4815
19550,3,1,12,1,1,1,3,1,,3,1,,,1,1,2,2,2,2,2,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,6,,,4815
19551,1,2,25,10,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,789
19551,2,2,29,7,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,789
19552,2,1,18,7,1,1,6,1,,2,2,1,1,1,1,2,1,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,3,,,1036
19552,3,1,20,10,1,1,9,1,,3,1,2,2,1,1,2,1,1,2,2,2,1,,1,2,,8,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,,,,,,,,,,1,2,1,2,2,13,9,1,8,2,1036
19552,1,2,14,7,1,1,4,1,,3,2,2,2,1,1,2,1,1,2,2,2,1,,1,2,,3,2,8,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,7,1,1,1,2,2,13,4,2,3,3,1036
19553,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,897
19553,2,2,8,2,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,1,9,9,9,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,15,9,1,2,1,2,2,20,3,3,2,4,897
19555,2,2,13,1,1,1,4,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,3,1,10,,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,1,2,2,2,2,18,4,2,3,3,455
19555,1,1,6,1,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,12,,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,10,7,2,2,2,2,1,18,2,3,2,1,455
19555,3,1,21,1,1,1,8,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,7,3,,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,,2,2,1,2,2,18,8,2,7,3,455
19556,3,1,14,6,1,1,4,1,,3,1,2,2,1,1,2,2,2,2,2,2,1,,1,2,,3,3,,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,5,8,2,2,2,2,1,27,4,2,3,3,828
